vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,framediff,framestd,framestdmean
ID_002A8R96RR,3000.0,45035.836,1501.0,0.494,1034.2857142857142,7000.0,1000.0,7000.0,7000.0,1.0,80.263794,369.2,369.2
ID_00ICG61TR0,11500.0,3283.2266,109.44,0.304,198.2,10000.0,2600.0,133500.0,133500.0,2.213,3.8279064,12.13,12.13
ID_00IHLV314R,20000.0,3781.972,126.06,0.4001,131.85714285714286,7000.0,1857.142857142857,11142.857,11142.857,1.285,4.503953,33.38,33.38
ID_00M4ZAGCBJ,28000.0,13065.768,435.5,0.2367,66.22222222222223,9000.0,1000.0,9000.0,9000.0,1.0,17.50048,226.9,226.9
ID_00PS2WSO4H,35500.0,20667.086,689.0,0.333,96.66666666666667,6000.0,1000.0,6250.0,6250.0,1.007,42.529778,293.5,293.5
ID_01JCVAZA9A,46000.0,3708.2095,123.6,0.412,165.13333333333333,15000.0,1666.6666666666667,23011.111,23011.111,1.325,4.8730373,17.33,17.33
ID_01OEIQO3LL,60000.0,1498.1719,49.94,0.4028,90.61538461538461,13000.0,1000.0,12769.23,12769.23,1.005,3.0533814,8.17,8.17
ID_01T0F09T0Q,72000.0,4125.9873,137.5,0.448,252.36363636363637,11000.0,1909.090909090909,11872.728,11872.728,1.02,4.047521,20.62,20.62
ID_025ONV4VI2,89000.0,3047.2646,101.56,0.3352,69.95652173913044,23000.0,1956.5217391304348,23282.61,23282.61,1.002,3.0677443,41.12,41.12
ID_02YATQASIF,105000.0,13593.349,453.0,0.2281,617.0,9000.0,1666.6666666666667,9000.0,9000.0,1.0,23.107428,193.8,193.8
ID_037KWK05R6,112000.0,5860.164,195.4,0.4812,309.0,5000.0,1000.0,5000.0,5000.0,1.0,11.771032,22.14,22.14
ID_03HGAAZEAG,117000.0,12882.305,429.5,0.269,264.2,5000.0,1000.0,5000.0,5000.0,1.0,22.618464,212.5,212.5
ID_03TU3MZQGJ,129500.0,3484.8203,116.2,0.3416,144.6,20000.0,2000.0,25300.0,25300.0,1.173,3.100824,32.3,32.3
ID_042E5L24E9,145500.0,3423.1326,114.1,0.3804,130.08333333333334,12000.0,1833.3333333333333,12000.0,12000.0,1.0,4.0739446,23.69,23.69
ID_0462U5LRPI,162500.0,15364.027,512.0,0.3293,139.27272727272728,22000.0,1272.7272727272727,21636.363,21636.363,1.003,31.285978,233.9,233.9
ID_04P6X6W595,179000.0,12948.266,431.5,0.2722,103.72727272727273,11000.0,1181.8181818181818,11000.0,11000.0,1.0,21.369244,189.1,189.0
ID_04TP96I4E9,188500.0,1750.5468,58.34,0.2411,78.625,8000.0,1750.0,8000.0,8000.0,1.0,2.7134492,10.64,10.64
ID_051D6UP9V8,195000.0,6597.136,219.9,0.5234,398.4,5000.0,1000.0,5000.0,5000.0,1.0,12.62507,26.56,26.58
ID_05967H6N7S,207500.0,3238.3809,107.94,0.346,82.0,20000.0,1900.0,23183.334,23183.334,1.104,3.0601866,25.56,25.56
ID_05SN15DLBL,222500.0,2330.613,77.7,0.335,104.8,10000.0,2000.0,10000.0,10000.0,1.0,2.4303532,15.68,15.68
ID_060ZPO7H7Z,234000.0,3567.19,118.9,0.3635,126.92307692307692,13000.0,1923.076923076923,12589.743,12589.743,1.007,3.3912168,33.9,33.9
ID_06HA9V2OLQ,243000.0,13285.415,442.8,0.4556,635.8,5000.0,1000.0,5000.0,5000.0,1.0,25.742409,78.1,78.1
ID_06VCKT4B7T,250000.0,3861.2874,128.8,0.3574,71.0,9000.0,1888.888888888889,9000.0,9000.0,1.0,4.115961,42.56,42.56
ID_06VGVYS5GP,257500.0,11967.295,399.0,0.2446,189.5,6000.0,1000.0,6166.6665,6166.6665,1.003,22.780523,149.4,149.4
ID_079BNW5YFO,264000.0,19451.43,648.5,0.3376,181.28571428571428,7000.0,1285.7142857142858,6904.7617,6904.7617,1.001,28.341417,169.5,169.5
ID_081PE3PH4F,272500.0,10078.806,336.0,0.497,556.7,10000.0,1000.0,10000.0,10000.0,1.0,19.462648,31.39,31.39
ID_083NBYJI47,283000.0,5351.246,178.4,0.4956,127.0,11000.0,1909.090909090909,21591.342,21591.342,1.227,4.5052834,39.53,39.53
ID_08IB0MPIUY,317000.0,2767.1965,92.25,0.3105,94.78947368421052,57000.0,2333.3333333333335,56614.035,56614.035,1.002,2.8179965,19.03,19.03
ID_08PWP3OBC7,351500.0,547.8434,18.27,0.0774,39.666666666666664,12000.0,2666.6666666666665,27611.111,27611.111,1.695,0.43225908,1.491,1.491
ID_08VOHUFJ3C,360500.0,23005.58,767.0,0.428,108.66666666666667,6000.0,1333.3333333333333,7777.778,7777.778,1.061,33.170185,224.2,224.2
ID_091C20KZ7I,371000.0,1531.3593,51.03,0.143,48.06666666666667,15000.0,2466.6666666666665,15533.333,15533.333,1.006,1.6826997,9.484,9.484
ID_09F72Y9LDA,381000.0,13973.312,465.8,0.2339,127.2,5000.0,1400.0,11000.0,11000.0,1.328,23.782948,103.4,103.4
ID_09IH9HRI69,388000.0,2310.1506,77.0,0.294,118.55555555555556,9000.0,1666.6666666666667,10111.111,10111.111,1.039,3.4558115,19.22,19.22
ID_09XVKPFTD5,395000.0,25584.205,853.0,0.4463,213.8,5000.0,1000.0,5000.0,5000.0,1.0,39.2126,332.5,332.5
ID_0A8DW9GKX8,399000.0,145.0,4.832,0.4028,9.666666666666666,3000.0,1666.6666666666667,3000.0,3000.0,1.0,0.2602302,0.10394,0.10394
ID_0ADL5ZA6O3,407000.0,1733.1824,57.78,0.3057,61.07692307692308,13000.0,1923.076923076923,13000.0,13000.0,1.0,1.6919357,10.086,10.09
ID_0AO2I0NTG0,456000.0,17254.56,575.0,0.3235,205.52941176470588,85000.0,1094.1176470588234,84403.92,84403.92,1.01,29.600492,228.2,228.2
ID_0AZCMEXC55,531500.0,3650.4907,121.7,0.3887,96.74242424242425,66000.0,2030.3030303030303,66000.0,66000.0,1.0,3.7747426,35.28,35.28
ID_0BZL0LZ1OW,565000.0,465.0,15.5,0.3691,31.0,1000.0,1000.0,1000.0,1000.0,1.0,0.9309309,2.116e-05,2.116e-05
ID_0D3YA4R6L4,568000.0,16207.348,540.0,0.2905,272.4,5000.0,1000.0,5000.0,5000.0,1.0,33.681,177.9,177.9
ID_0DAWDNPATL,578000.0,2650.1665,88.3,0.2915,97.6,15000.0,2466.6666666666665,14733.333,14733.333,1.006,2.5223067,23.42,23.44
ID_0DDX08DT84,589500.0,11197.112,373.2,0.2373,118.375,8000.0,1000.0,8000.0,8000.0,1.0,23.920763,209.9,210.0
ID_0DPU8M6HTB,619000.0,2124.9934,70.8,0.3374,121.0,51000.0,2843.1372549019607,47628.758,47628.758,1.012,2.3272762,5.848,5.844
ID_0E1TTWX4JC,648500.0,2909.465,97.0,0.3428,91.125,8000.0,1750.0,8062.5,8062.5,1.0,4.0066056,39.88,39.88
ID_0E1X28EJPM,656500.0,17183.26,573.0,0.353,374.75,8000.0,1000.0,16020.833,16020.833,1.796,33.967876,166.9,166.9
ID_0E9PM4LXYU,663000.0,22294.697,743.0,0.3948,222.0,5000.0,1400.0,5000.0,5000.0,1.0,27.350864,294.0,294.0
ID_0EF9HRAPYF,671500.0,3165.9834,105.56,0.3518,135.5,12000.0,2500.0,17333.334,17333.334,1.169,4.0216846,24.34,24.34
ID_0EHAX1UFF0,682000.0,2774.6816,92.5,0.3032,32.0,9000.0,1888.888888888889,9111.111,9111.111,1.001,2.6815376,32.56,32.56
ID_0F2P7Q6Q4J,689500.0,4853.1465,161.8,0.529,172.5,6000.0,1333.3333333333333,6000.0,6000.0,1.0,7.6121516,29.78,29.78
ID_0F5BZ3QG29,695500.0,19891.299,663.0,0.3223,170.83333333333334,6000.0,1333.3333333333333,6000.0,6000.0,1.0,23.997206,201.9,201.9
ID_0F73RBGOYJ,703000.0,1884.7367,62.8,0.2732,67.0,9000.0,1888.888888888889,9000.0,9000.0,1.0,2.4648113,26.02,26.0
ID_0FYVAUCAY8,710000.0,11467.533,382.2,0.3079,449.2,5000.0,1000.0,5000.0,5000.0,1.0,30.275784,165.1,165.1
ID_0G4Q4CYQSB,719000.0,1646.9636,54.9,0.2603,107.3076923076923,13000.0,1923.076923076923,12794.872,12794.872,1.002,1.6572359,8.01,8.01
ID_0G7XD3F38A,732000.0,2884.1086,96.1,0.404,182.84615384615384,13000.0,1923.076923076923,13000.0,13000.0,1.0,2.4318845,18.0,18.0
ID_0G93ED9OKE,742000.0,16931.648,564.5,0.339,386.2857142857143,7000.0,1285.7142857142858,7000.0,7000.0,1.0,27.87294,115.44,115.44
ID_0GF9TPOFJA,750000.0,12445.52,414.8,0.232,220.55555555555554,9000.0,1222.2222222222222,13168.519,13168.519,1.391,31.095757,224.0,224.0
