vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,framediff,framestd,framestdmean
ID_00HECE9OR4,12000.0,3583.5774,119.44,0.397,123.88,25000.0,1880.0,30680.0,30680.0,1.155,3.4777026,17.3,17.28
ID_02HOLDNOMT,29000.0,2917.5598,97.25,0.438,70.66666666666667,9000.0,1888.888888888889,9000.0,9000.0,1.0,3.1101274,31.1,31.1
ID_032KI74J43,36500.0,18423.078,614.0,0.5137,4364.166666666667,6000.0,1000.0,6000.0,6000.0,1.0,32.31977,232.5,232.5
ID_044F319LG6,51000.0,3084.7356,102.8,0.2937,82.34782608695652,23000.0,2217.391304347826,24913.043,24913.043,1.037,3.1632228,27.89,27.89
ID_04V3TDQ5KL,66000.0,28001.44,933.5,0.4985,661.0,7000.0,1000.0,10857.143,10857.143,1.375,41.588665,304.5,304.5
ID_05KYW1W6Y8,75500.0,2439.555,81.3,0.3389,71.83333333333333,12000.0,2000.0,12000.0,12000.0,1.0,1.986964,14.414,14.414
ID_07C8UPDD7S,84000.0,21246.316,708.0,0.4114,154.0,5000.0,1000.0,5360.0,5360.0,1.016,36.343304,319.5,319.5
ID_07JZYKT43C,92500.0,3254.95,108.5,0.3616,109.5,12000.0,1833.3333333333333,15666.667,15666.667,1.165,3.1021006,16.47,16.47
ID_097OL5WBUL,104000.0,2950.3152,98.4,0.337,88.72727272727273,11000.0,1909.090909090909,11000.0,11000.0,1.0,3.7796128,33.8,33.8
ID_097X8OP6R4,111000.0,154.11972,5.137,0.2054,33.666666666666664,3000.0,1000.0,3000.0,3000.0,1.0,0.37034032,0.3784,0.3784
ID_0AJ24ABFHW,118500.0,3251.1455,108.4,0.5645,45.333333333333336,12000.0,2000.0,12000.0,12000.0,1.0,2.6479874,31.36,31.36
ID_0AN329AF7T,128000.0,10043.282,334.8,0.2131,163.85714285714286,7000.0,1000.0,7000.0,7000.0,1.0,22.570696,224.2,224.2
ID_0BF8JMJO5C,143500.0,3006.9407,100.25,0.3245,92.5,24000.0,2000.0,23638.889,23638.889,1.003,2.9746218,27.27,27.27
ID_0BX1R8RGRL,159500.0,3740.085,124.7,0.414,87.625,8000.0,1750.0,8000.0,8000.0,1.0,3.760132,37.44,37.44
ID_0CBPVTL76D,168000.0,5542.3135,184.8,0.4927,322.6666666666667,9000.0,1000.0,10222.223,10222.223,1.088,10.675139,24.11,24.11
ID_0CLTUWCGO7,178000.0,9481.193,316.0,0.205,144.63636363636363,11000.0,1000.0,12363.637,12363.637,1.065,24.572052,132.2,132.2
ID_0CU106Z18D,188500.0,4814.5947,160.5,0.4458,141.4,10000.0,2000.0,10000.0,10000.0,1.0,5.0774484,33.3,33.3
ID_0D5GPHKEMZ,196500.0,311.97,10.4,0.2123,23.666666666666668,6000.0,1000.0,13687.5,13687.5,1.863,0.6706707,0.2603,0.2603
ID_0DRVVQMORA,203500.0,13571.083,452.2,0.2219,176.25,8000.0,1000.0,8062.5,8062.5,1.0,33.904922,229.0,229.0
