vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,framediff,framestd,framestdmean
ID_002VVGIJMP,63500.0,17010.404,567.0,0.31,449.5625,128000.0,1140.625,124140.83,124140.83,1.024,30.265324,200.0,200.0
ID_0107OKEJ8X,137500.0,22355.014,745.0,0.3877,145.35,20000.0,1000.0,20816.666,20816.666,1.028,32.945534,255.8,255.8
ID_013F0X2Z2N,154500.0,16405.805,547.0,0.3398,102.92857142857143,14000.0,1142.857142857143,15916.667,15916.667,1.059,24.61938,295.5,295.5
ID_019MKMCDJR,166000.0,1088.4438,36.28,0.1344,17.555555555555557,9000.0,1888.888888888889,10037.037,10037.037,1.03,1.6368136,15.055,15.055
ID_01S8FOBJWF,176000.0,24984.65,833.0,0.4067,60.72727272727273,11000.0,1181.8181818181818,10700.0,10700.0,1.0205,31.97558,497.0,497.0
ID_02RBZ184M5,186500.0,3424.8572,114.2,0.3743,135.4,10000.0,2000.0,10000.0,10000.0,1.0,3.3517811,23.22,23.22
ID_02UUZWCLTP,193500.0,32549.36,1085.0,0.6084,209.25,4000.0,1500.0,4833.333,4833.3335,1.03,38.51658,246.2,246.2
ID_03JM58MVJB,200000.0,4727.9233,157.6,0.4377,110.0,9000.0,2777.777777777778,10222.223,10222.223,1.018,4.2422676,32.34,32.34
ID_03KK33610D,216000.0,2146.549,71.56,0.2969,177.1304347826087,23000.0,1782.608695652174,23000.0,23000.0,1.0,2.8755376,7.887,7.887
ID_03PLMBNXGK,230000.0,15968.018,532.5,0.313,168.2,5000.0,1000.0,5300.0,5300.0,1.011,23.89476,291.2,291.2
ID_03TPPRXHIM,243500.0,1700.3729,56.7,0.2017,49.81818181818182,22000.0,1909.090909090909,22000.0,22000.0,1.0,1.717501,12.57,12.57
ID_03XW3Q9RII,259500.0,12758.686,425.2,0.251,343.1,10000.0,3200.0,10000.0,10000.0,1.0,19.238943,116.6,116.6
ID_049WLYG0FI,271000.0,6600.4995,220.0,0.4583,322.15384615384613,13000.0,1000.0,13000.0,13000.0,1.0,13.534832,40.44,40.44
ID_04JG0JWFR5,282000.0,755.97644,25.2,0.1091,37.77777777777778,9000.0,1888.888888888889,9111.111,9111.111,1.001,1.1772901,6.31,6.31
ID_04MSB06NBN,290000.0,13838.889,461.2,0.458,677.7142857142857,7000.0,1000.0,7000.0,7000.0,1.0,26.248625,53.8,53.8
ID_04O40RQOQI,296500.0,13396.88,446.5,0.2157,58.333333333333336,6000.0,1333.3333333333333,6000.0,6000.0,1.0,22.291275,145.1,145.1
ID_051Y9VBFUC,303000.0,4866.98,162.2,0.4507,69.71428571428571,7000.0,1857.142857142857,14353.522,14353.522,1.208,5.2369056,38.56,38.56
ID_067QLM1F3D,315000.0,3043.957,101.44,0.3274,113.58823529411765,17000.0,1941.1764705882354,17000.0,17000.0,1.0,3.703267,25.5,25.5
ID_06DYD4Y9L5,326000.0,43208.555,1440.0,0.578,1206.4,5000.0,1000.0,7200.0,7200.0,1.242,73.54479,510.5,510.5
ID_07SNYLS2HW,335000.0,19223.514,641.0,0.3472,322.53846153846155,13000.0,1153.8461538461538,13000.0,13000.0,1.0,33.704727,237.4,237.4
ID_087L04ZQD9,355500.0,2046.5618,68.2,0.3552,70.75,28000.0,1928.5714285714287,28000.0,28000.0,1.0,1.6652468,11.695,11.695
ID_0889HCEELY,383500.0,2734.4087,91.1,0.3027,100.5,28000.0,2000.0,27428.572,27428.572,1.008,2.6838336,16.73,16.73
ID_088PFIUQTH,418000.0,952.60004,31.75,0.397,109.0,41000.0,1000.0,41000.0,41000.0,1.0,2.023695,2.842,2.84
ID_08J7ISA4FN,444000.0,1473.9447,49.12,0.1748,59.09090909090909,11000.0,3363.6363636363635,10909.091,10909.091,1.0,1.6202177,14.86,14.86
ID_08L1G2FB4Z,453500.0,16542.166,551.5,0.2993,61.5,8000.0,1000.0,8833.333,8833.333,1.042,26.45621,201.4,201.4
ID_08X6HMQHHP,463000.0,18701.627,623.5,0.5244,497.8181818181818,11000.0,1000.0,11000.0,11000.0,1.0,32.85258,186.0,186.0
ID_099X0SJT8N,471000.0,25584.14,853.0,0.4216,82.8,5000.0,1000.0,5000.0,5000.0,1.0,42.358616,468.8,468.5
ID_09B8QL076C,477000.0,22375.156,746.0,0.3777,239.0,7000.0,1857.142857142857,21952.38,21952.38,2.717,24.74052,209.0,209.0
ID_09TSTSWFDU,491000.0,23051.82,768.5,0.4668,79.0952380952381,21000.0,1190.4761904761904,20571.428,20571.428,1.015,31.119614,307.8,307.5
ID_0A1VAETBBZ,511500.0,3349.6968,111.7,0.3533,129.5,20000.0,2500.0,26500.0,26500.0,1.195,3.4974194,29.45,29.45
ID_0ABV8EL3HQ,522500.0,450.0,15.0,0.3333,30.0,2000.0,1000.0,2000.0,2000.0,1.0,0.9009009,2.1e-05,2.1e-05
ID_0AFMGZ5WH4,528000.0,13796.766,460.0,0.2201,92.33333333333333,9000.0,1000.0,9000.0,9000.0,1.0,28.437296,356.0,356.0
ID_0CGUK1QEHW,536000.0,23634.492,788.0,0.4077,166.14285714285714,7000.0,1000.0,7000.0,7000.0,1.0,45.75509,561.5,561.5
ID_0CPL6OTM2N,540000.0,684.3671,22.81,0.507,48.0,1000.0,1000.0,1000.0,1000.0,1.0,1.3813814,1.036,1.036
ID_0CRRZ7FD12,542500.0,7709.8354,257.0,0.1703,117.5,4000.0,1000.0,4000.0,4000.0,1.0,17.37226,99.94,99.94
ID_0D78IO3J40,548000.0,7431.3555,247.8,0.516,279.85714285714283,7000.0,1000.0,7285.7144,7285.7144,1.008,13.761003,57.06,57.06
ID_0DAP8HQGHU,554000.0,22659.89,755.5,0.3716,36.2,5000.0,1000.0,5000.0,5000.0,1.0,23.056623,184.2,184.2
ID_0DCRRT056K,559000.0,23207.121,773.5,0.396,80.4,5000.0,1000.0,5000.0,5000.0,1.0,52.719177,623.5,623.5
ID_0DG933YK2L,567000.0,1159.9442,38.66,0.1482,59.72727272727273,11000.0,2272.7272727272725,11507.576,11507.576,1.018,2.0606246,11.02,11.03
ID_0DIQ70BOJY,579500.0,2223.4849,74.1,0.21,123.85714285714286,14000.0,2571.4285714285716,15557.143,15557.143,1.068,2.2328434,18.12,18.14
ID_0DW3L8QW31,589000.0,112543.54,3752.0,0.5166,2164.2,5000.0,1000.0,5000.0,5000.0,1.0,154.04825,1000.0,1000.0
ID_0EEH1U2XBS,597000.0,2047.2896,68.25,0.2625,72.9090909090909,11000.0,2636.3636363636365,13230.303,13230.303,1.094,2.213828,16.1,16.1
ID_0EO55VNTKE,606500.0,15088.605,503.0,0.27,148.75,8000.0,1000.0,8000.0,8000.0,1.0,25.356884,305.8,305.8
ID_0EW4BQR407,616000.0,1664.2744,55.47,0.1545,54.63636363636363,11000.0,1909.090909090909,10977.272,10977.272,1.022,2.303685,14.88,14.89
ID_0F5A1XJ9EN,625000.0,37597.836,1253.0,0.652,250.42857142857142,7000.0,1285.7142857142858,7000.0,7000.0,1.0,40.597115,405.2,405.2
ID_0F9Z8IPQT1,634000.0,28586.049,953.0,0.548,48.90909090909091,11000.0,1181.8181818181818,12090.909,12090.909,1.048,29.827286,312.2,312.2
ID_0FBY6PLRYL,656000.0,2607.5713,86.94,0.2966,80.18181818181819,33000.0,2393.939393939394,33189.03,33189.03,1.006,2.8728912,17.7,17.7
ID_0FHNMAH6NH,681000.0,16513.191,550.5,0.3384,146.88235294117646,17000.0,1000.0,17000.0,17000.0,1.0,29.962774,239.9,239.9
ID_0FQHKTR0CE,696500.0,2968.1865,98.94,0.361,74.71428571428571,14000.0,1857.142857142857,14000.0,14000.0,1.0,3.1249144,18.97,18.97
ID_0FW8SLYNAX,708000.0,25555.842,852.0,0.4607,631.7777777777778,9000.0,1000.0,9000.0,9000.0,1.0,47.848225,244.2,244.2
ID_0FYBI8H2CS,717500.0,2517.0518,83.9,0.4348,60.0,10000.0,1800.0,22133.334,22133.334,1.673,2.974962,26.22,26.22
ID_0G2E1ZRQJW,726000.0,30244.639,1008.0,0.565,767.8571428571429,7000.0,1285.7142857142858,7000.0,7000.0,1.0,40.98662,208.5,208.5
ID_0G7OTLDX9U,748500.0,2587.5405,86.25,0.2837,106.05263157894737,38000.0,1894.7368421052631,38000.0,38000.0,1.0,2.9672022,18.67,18.69
ID_0GB1VVF7WX,770000.0,5624.7036,187.5,0.504,393.2,5000.0,1000.0,5800.0,5800.0,1.034,10.958694,20.14,20.14
ID_0GDYTXD6YG,775500.0,14787.588,493.0,0.307,10767.0,6000.0,1333.3333333333333,6333.3335,6333.3335,1.012,26.210941,105.94,105.94
ID_0GVTE9PF63,799500.0,13326.681,444.2,0.253,300.57142857142856,42000.0,1285.7142857142858,40440.477,40440.477,1.021,24.217398,122.0,122.06
ID_0GYH6M6GRT,824000.0,7340.58,244.6,0.3691,679.5714285714286,7000.0,1000.0,7000.0,7000.0,1.0,16.095509,73.4,73.4
ID_0H22TB86WR,835000.0,3461.8313,115.4,0.376,157.2,15000.0,1933.3333333333333,14766.667,14766.667,1.004,4.1975193,20.31,20.31
ID_0H4Y0S621O,848000.0,284.78986,9.49,0.3516,23.818181818181817,11000.0,1000.0,14219.835,14219.835,1.115,0.5323259,1.812,1.812
ID_0HCVVMQ9LQ,864500.0,1726.43,57.56,0.2998,77.54545454545455,22000.0,1818.1818181818182,22000.0,22000.0,1.0,2.1482475,11.53,11.53
ID_0I0USWVPDU,880500.0,3330.667,111.0,0.37,117.1,10000.0,1800.0,10000.0,10000.0,1.0,3.8825715,40.44,40.44
ID_0I0XIDZCFI,888000.0,19132.568,638.0,0.3538,157.0,5000.0,1000.0,5000.0,5000.0,1.0,35.562572,382.2,382.2
ID_0INGMGTBXF,897500.0,5956.5957,198.5,0.6074,194.71428571428572,14000.0,1857.142857142857,19285.715,19285.715,1.166,5.4350543,63.8,63.8
ID_0IRFNR0DA7,907000.0,4210.9414,140.4,0.424,219.6,5000.0,1000.0,5000.0,5000.0,1.0,9.110786,26.73,26.73
ID_0IXG0CEKDR,913000.0,26139.707,871.5,0.4402,116.57142857142857,7000.0,1571.4285714285713,7000.0,7000.0,1.0,37.586964,274.8,274.8
