vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,framediff,framestd,framestdmean
ID_003YWE7AI1,6000.0,5530.437,184.4,0.5654,134.53846153846155,13000.0,1769.2307692307693,13000.0,13000.0,1.0,5.5186,51.5,51.5
ID_00WS8U3B49,19500.0,2967.9958,98.94,0.3584,102.0,14000.0,2000.0,21023.809,21023.809,1.156,3.0232306,16.98,16.98
ID_00YXKTG9E9,63500.0,2382.6802,79.44,0.3513,69.71621621621621,74000.0,2243.2432432432433,74539.98,74539.98,1.026,2.2722514,20.8,20.8
ID_020845IRK3,103000.0,13972.674,465.8,0.2286,207.4,5000.0,1000.0,5400.0,5400.0,1.019,30.884026,240.4,240.5
ID_05JFVXZTAJ,112500.0,842.9164,28.1,0.1478,51.57142857142857,14000.0,2571.4285714285716,14285.714,14285.714,1.002,0.9469968,6.336,6.336
ID_05O8D72W76,124000.0,18240.273,608.0,0.3665,276.3333333333333,9000.0,1000.0,9000.0,9000.0,1.0,32.69021,219.5,219.5
ID_05OEMR39H7,131000.0,28903.969,963.5,0.5107,64.0,5000.0,2600.0,5000.0,5000.0,1.0,16.515938,125.44,125.44
ID_08OPX40GJ6,138500.0,2283.4824,76.1,0.308,76.0,10000.0,2600.0,10000.0,10000.0,1.0,2.949103,20.22,20.2
ID_08XE2CUA5I,145500.0,727.7822,24.27,0.4182,50.5,4000.0,1000.0,16000.0,16000.0,3.076,1.6666666,1.023,1.023
ID_08ZQOXL0PU,152500.0,15784.051,526.0,0.264,268.9,10000.0,1200.0,10000.0,10000.0,1.0,29.873575,383.8,383.8
ID_09773PLVJ4,160500.0,8193.34,273.0,0.4377,371.1666666666667,6000.0,1000.0,6000.0,6000.0,1.0,16.07277,43.72,43.72
ID_09OD3E1MBS,168500.0,4416.8784,147.2,0.4316,115.1,10000.0,1800.0,10900.0,10900.0,1.022,4.2072964,67.56,67.56
ID_0A8CHISPM9,178500.0,22558.617,752.0,0.429,385.9,10000.0,1000.0,10000.0,10000.0,1.0,46.323647,345.0,345.0
