vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_frac,v_vol
ID_00C9KJGOK1,2000.0,20117.691,670.5,0.4446,191.6,5000.0,1000.0,5000.0,5000.0,1.0,1009.0,8.934361576934391,0.0,1.0,5000.0
ID_018T3EWMHA,44500.0,4039.8748,134.6,0.4827,291.325,80000.0,1700.0,79652.5,79652.5,1.016,211.6,1.1935275793690532,0.0875,0.9585,76666.664
ID_01DQALV0ZG,87500.0,13393.408,446.5,0.2883,161.83333333333334,6000.0,1000.0,6000.0,6000.0,1.0,721.0,19.195675949236094,0.0,1.0,6000.0
ID_01U6EDCUOM,93000.0,20733.133,691.0,0.3767,139.8,5000.0,1000.0,5000.0,5000.0,1.0,1408.0,9.790440118422756,0.2,1.0,5000.0
ID_02353NEYPV,101000.0,1019.515,33.97,0.1674,35.09090909090909,11000.0,1909.090909090909,11000.0,11000.0,1.0,55.1,2.8948558880154085,0.18181818181818182,1.0,11000.0
ID_026WBV4LN9,114500.0,2729.6948,91.0,0.2773,151.0,16000.0,2500.0,15625.0,15625.0,1.005,121.25,3.6417402659689126,0.0625,0.9375,15000.0
ID_027F9YN12D,126000.0,20899.543,696.5,0.3381,220.42857142857142,7000.0,1000.0,7000.0,7000.0,1.0,1343.0,12.322311280053922,0.0,1.0,7000.0
ID_0292AG4ITC,132000.0,24574.953,819.0,0.513,33.6,5000.0,2200.0,5500.0,5500.0,1.026,1168.0,48.0166912012987,0.0,0.9,4500.0
ID_02FJED50ZB,142000.0,3152.0752,105.06,0.349,171.86666666666667,15000.0,1800.0,15600.0,15600.0,1.016,174.6,1.1054053664549521,0.26666666666666666,0.711,10666.667
ID_02Q7F5T7TM,156000.0,2214.889,73.8,0.408,85.15384615384616,13000.0,1923.076923076923,31666.666,31666.666,2.098,113.6,2.271120942098268,0.07692307692307693,0.8975,11666.667
ID_02RBSW5N8G,171500.0,17559.797,585.5,0.328,286.6666666666667,18000.0,1111.111111111111,18000.0,18000.0,1.0,935.5,12.221869379001015,0.05555555555555555,1.0,18000.0
ID_02VPY5HSR3,189500.0,16740.803,558.0,0.2969,197.66666666666666,18000.0,1000.0,17722.223,17722.223,1.006,1105.0,23.868122029846628,0.0,0.972,17500.0
ID_03H2VXNWBI,205500.0,16134.597,538.0,0.3472,100.28571428571429,14000.0,1571.4285714285713,13821.429,13821.429,1.003,975.0,14.93052025872836,0.0,0.9644,13500.0
ID_03IRODZF9O,218500.0,24416.402,814.0,0.5176,281.5,12000.0,1166.6666666666667,12000.0,12000.0,1.0,1132.0,21.03319846344629,0.0,1.0,12000.0
ID_03JBSE7X3C,234500.0,2514.2874,83.8,0.3235,31.35,20000.0,2700.0,20000.0,20000.0,1.0,119.56,5.035768116495185,0.1,1.0,20000.0
ID_03RBR2R796,248500.0,7672.234,255.8,0.1624,220.125,8000.0,1000.0,8000.0,8000.0,1.0,694.0,7.112193064657831,0.125,1.0,8000.0
ID_042GPZA3W3,253500.0,672.8495,22.42,0.4314,31.5,2000.0,1000.0,2000.0,2000.0,1.0,50.5,2.357142857142857,0.5,1.0,2000.0
