vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_frac,v_vol
ID_00APUTFP52,9500.0,2158.7993,71.94,0.3257,47.1,20000.0,1900.0,20000.0,20000.0,1.0,106.0,3.4561158805077254,0.0,1.0,20000.0
ID_00RUHRU039,22000.0,15584.357,519.5,0.2979,178.4,5000.0,1000.0,5000.0,5000.0,1.0,998.0,7.201333217029272,0.0,1.0,5000.0
ID_00XGU0PPYW,31000.0,20143.979,671.5,0.392,214.07692307692307,13000.0,1000.0,13000.0,13000.0,1.0,1233.0,21.920507666089602,0.07692307692307693,1.0,13000.0
ID_00XMMA5YKY,40000.0,8125.611,270.8,0.1418,269.8,5000.0,1000.0,5000.0,5000.0,1.0,661.0,3.5441351619154062,0.4,1.0,5000.0
ID_01HR48WKYU,67500.0,3083.9106,102.8,0.3022,234.0,50000.0,1840.0,50000.0,50000.0,1.0,167.2,1.5330869319104101,0.12,1.0,50000.0
ID_02LND0D75I,98500.0,20838.908,694.5,0.403,181.33333333333334,12000.0,1000.0,12458.333,12458.333,1.011,1040.0,8.79439696855204,0.25,0.9585,11500.0
ID_036NRKTQ7N,155500.0,17307.738,577.0,0.3562,278.80392156862746,102000.0,1098.0392156862745,102000.0,102000.0,1.0,1142.0,17.23896706945593,0.029411764705882353,1.0,102000.0
ID_05KH1PJBSR,213500.0,2236.2732,74.56,0.3672,136.07142857142858,14000.0,1857.142857142857,14000.0,14000.0,1.0,110.3,1.2769752052492038,0.07142857142857142,1.0,14000.0
ID_07T8CPWFZ2,223500.0,11098.1875,370.0,0.2415,205.83333333333334,6000.0,1333.3333333333333,6000.0,6000.0,1.0,663.0,5.676990958169066,0.0,1.0,6000.0
ID_0AXT7QKXNB,243500.0,2485.9111,82.9,0.2837,156.14705882352942,34000.0,1823.5294117647059,33813.727,33813.727,1.011,139.0,1.120870384965872,0.17647058823529413,0.956,32500.0
ID_0B137UZLHO,262500.0,20128.695,671.0,0.405,360.25,4000.0,1000.0,5000.0,5000.0,1.094,1071.0,2.2859187479864143,0.0,0.875,3500.0
ID_0BZ04FWQ4R,267000.0,13988.311,466.2,0.2869,95.6,5000.0,1000.0,5000.0,5000.0,1.0,876.5,13.799581916438825,0.0,1.0,5000.0
ID_0C7SJTUIBN,272500.0,4916.5977,163.9,0.4382,247.66666666666666,6000.0,1000.0,6000.0,6000.0,1.0,328.5,1.4251470768409826,0.0,1.0,6000.0
ID_0D2671U5U4,279500.0,19150.914,638.5,0.3643,159.5,8000.0,1000.0,21260.416,21260.416,2.336,1017.5,16.57822889959749,0.25,0.8335,6666.6665
ID_0D45Y94TY9,288500.0,2790.1233,93.0,0.307,140.2,10000.0,2600.0,10000.0,10000.0,1.0,146.9,2.2099010659966964,0.1,1.0,10000.0
ID_0EMDAV8MB2,294500.0,690.0,23.0,0.511,46.0,2000.0,1000.0,2000.0,2000.0,1.0,46.0,1.0,1.0,1.0,2000.0
ID_0GZHAH7D53,299500.0,2713.151,90.44,0.344,106.75,8000.0,1500.0,8000.0,8000.0,1.0,165.2,1.6365861591883573,0.125,1.0,8000.0
