vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_frac,v_vol
ID_01P6WV49HQ,16500.0,3159.0352,105.3,0.3523,150.88235294117646,34000.0,2117.6470588235293,33323.53,33323.53,1.01,160.9,1.9819143098296672,0.14705882352941177,0.9707,33000.0
ID_01WO6XNKKX,46000.0,18218.78,607.5,0.3877,189.68,25000.0,1160.0,28946.666,28946.666,1.13,991.5,9.766124532759253,0.12,0.96,24000.0
ID_02KSBXQB31,100500.0,617.0151,20.56,0.447,56.095238095238095,84000.0,1047.6190476190477,84000.0,84000.0,1.0,40.25,1.03345508308273,0.3923690476190476,1.0,84000.0
ID_02ZDEV5FIQ,152500.0,300.01797,10.0,0.3572,25.15,20000.0,1100.0,20000.0,20000.0,1.0,21.39,1.163215744151728,0.45,1.0,20000.0
ID_04LEBFUVED,166500.0,3895.577,129.9,0.3936,253.25,8000.0,1500.0,8000.0,8000.0,1.0,231.0,1.0743140604253287,0.0,1.0,8000.0
ID_05HBF3XX29,173500.0,23888.848,796.5,0.4465,128.0,6000.0,1333.3333333333333,6000.0,6000.0,1.0,1203.0,13.882679123261315,0.0,1.0,6000.0
ID_05T3ONYB6J,187000.0,4177.4614,139.2,0.455,106.14285714285714,21000.0,1857.142857142857,19380.953,19380.953,1.025,199.0,4.554965484879734,0.14285714285714285,0.746,15666.667
ID_06FYHQRJAE,207000.0,4484.0137,149.5,0.4436,268.2105263157895,19000.0,2263.157894736842,27282.457,27282.457,1.164,235.0,1.0978391440719257,0.21052631578947367,0.728,13833.333
ID_07NWERGXN6,219000.0,16931.453,564.5,0.311,140.4,5000.0,1000.0,5000.0,5000.0,1.0,973.0,16.723682582771826,0.0,1.0,5000.0
ID_08ADKL1VJL,230500.0,2686.927,89.56,0.3716,107.0,18000.0,3222.222222222222,18000.0,18000.0,1.0,133.0,2.294729893922932,0.1111111111111111,1.0,18000.0
ID_09G0PLA577,247000.0,4627.0967,154.2,0.5356,229.86666666666667,15000.0,1933.3333333333333,14911.111,14911.111,1.0,223.9,2.2152368722055384,0.13333333333333333,0.933,14000.0
ID_0A1M1W639T,255000.0,540.0,18.0,0.5,36.0,1000.0,1000.0,1000.0,1000.0,1.0,36.0,1.0,1.0,1.0,1000.0
ID_0A28JIKX1L,275000.0,3835.5068,127.9,0.3674,100.7948717948718,39000.0,1769.2307692307693,39000.0,39000.0,1.0,203.0,5.849728015435577,0.07692307692307693,1.0,39000.0
ID_0C1G4TYPYT,297000.0,20135.887,671.0,0.3455,250.4,5000.0,2200.0,5000.0,5000.0,1.0,985.0,18.69300805989012,0.0,1.0,5000.0
ID_0C3UX7AF2X,303000.0,2426.404,80.9,0.337,79.85714285714286,7000.0,1857.142857142857,7000.0,7000.0,1.0,130.9,2.1284263443714804,0.14285714285714285,1.0,7000.0
ID_0CE6X6L43U,310500.0,1409.1318,46.97,0.1957,58.5,8000.0,1750.0,8000.0,8000.0,1.0,80.06,1.215133796230943,0.25,1.0,8000.0
ID_0CFZQ7P4WG,338000.0,3691.3137,123.06,0.4102,206.38297872340425,47000.0,1893.6170212765958,47014.184,47014.184,0.9995,191.5,1.2970159056113988,0.10638297872340426,0.9785,46000.0
ID_0CJ7FLJPGJ,377500.0,2679.0083,89.3,0.3542,130.09375,32000.0,2000.0,32000.0,32000.0,1.0,138.8,2.9244950254296254,0.125,1.0,32000.0
ID_0CYJWH683A,407500.0,2228.3538,74.25,0.33,36.57142857142857,28000.0,1928.5714285714287,27547.62,27547.62,1.005,111.9,3.370706754008662,0.07142857142857142,0.9644,27000.0
ID_0DWYDDFZZQ,429000.0,468.10492,15.6,0.4333,40.333333333333336,15000.0,1000.0,15000.0,15000.0,1.0,32.72,0.8637587823590974,0.5333333333333333,1.0,15000.0
ID_0EA1UTKX3I,441000.0,12056.904,402.0,0.4587,655.3333333333334,9000.0,1000.0,9000.0,9000.0,1.0,718.0,1.4940642253724936,0.0,1.0,9000.0
ID_0F81OHO1MZ,517500.0,17802.896,593.5,0.3005,325.31944444444446,144000.0,1333.3333333333333,141061.45,141061.45,1.011,1031.0,13.797558933556626,0.1388888888888889,0.955,137500.0
ID_0FV5DPQK20,598000.0,2238.6807,74.6,0.24,115.82352941176471,17000.0,1823.5294117647059,18166.666,18166.666,1.024,123.56,1.609388089119277,0.17647058823529413,0.9414,16000.0
ID_0G1VQ521YD,610500.0,19559.861,652.0,0.3918,101.125,8000.0,1000.0,8000.0,8000.0,1.0,1192.0,19.877919212075046,0.125,1.0,8000.0
ID_0G781ACZJN,619000.0,18364.154,612.0,0.3315,259.44444444444446,9000.0,1222.2222222222222,9000.0,9000.0,1.0,1141.0,12.261192001286632,0.08055555555555556,1.0,9000.0
ID_0GR41G4RV0,626000.0,18116.455,604.0,0.3809,118.2,5000.0,1000.0,5000.0,5000.0,1.0,979.5,22.378641120036466,0.0,1.0,5000.0
ID_0GUDT4JMN6,630500.0,21327.953,711.0,0.4155,350.0,4000.0,1500.0,4000.0,4000.0,1.0,1086.0,7.584966007217352,0.0,1.0,4000.0
ID_0H3O332XOP,633500.0,353.63242,11.79,0.3801,32.5,2000.0,1000.0,2000.0,2000.0,1.0,25.0,0.9565826330532213,0.0,1.0,2000.0
ID_0HTX5NGARA,636500.0,8448.825,281.8,0.4365,523.25,4000.0,1000.0,4500.0,4500.0,1.031,565.0,1.141946042570106,0.0,0.875,3500.0
ID_0HUBBYH264,641000.0,23804.49,793.5,0.442,189.8,5000.0,1000.0,5000.0,5000.0,1.0,1497.0,16.360422270706955,0.0,1.0,5000.0
ID_0HWDF5VIB1,655000.0,2719.057,90.6,0.4556,112.0,23000.0,1869.5652173913043,23755.693,23755.693,1.01,142.1,1.9982839414420406,0.17391304347826086,0.8115,18666.666
ID_0IOYXBIS3L,668500.0,327.05106,10.9,0.1913,21.75,4000.0,1500.0,37000.0,37000.0,4.43,21.86,1.1912492838541666,0.41425,0.625,2500.0
ID_0JE4AA125A,684500.0,3096.561,103.25,0.3247,76.14285714285714,28000.0,2000.0,50059.523,50059.523,1.57,141.9,2.390062623556662,0.14285714285714285,0.857,24000.0
ID_0JK2G0CEW1,700500.0,11878.6,396.0,0.2603,151.75,4000.0,1500.0,4000.0,4000.0,1.0,667.0,17.979043300471144,0.0,1.0,4000.0
ID_0JPXRM4REJ,704500.0,283.52597,9.45,0.378,20.75,4000.0,1000.0,4000.0,4000.0,1.0,20.25,1.12320547462406,0.25,1.0,4000.0
ID_0K5U3HV1US,711000.0,5403.168,180.1,0.575,148.66666666666666,9000.0,1888.888888888889,9000.0,9000.0,1.0,260.5,3.6360981377209485,0.0,1.0,9000.0
ID_0KJFRRER6J,718500.0,16313.527,544.0,0.2593,167.0,6000.0,1000.0,6000.0,6000.0,1.0,968.0,19.883243611588416,0.0,1.0,6000.0
ID_0KTXK8NG6G,725000.0,10136.729,338.0,0.1632,143.71428571428572,7000.0,1285.7142857142858,7000.0,7000.0,1.0,960.0,16.012796461266195,0.0,1.0,7000.0
ID_0LBEGYT7D1,730500.0,554.57074,18.48,0.3772,54.0,4000.0,1000.0,4000.0,4000.0,1.0,37.75,0.8338882722900481,0.5,1.0,4000.0
ID_0M3AOMQIOU,753500.0,4067.0867,135.6,0.4316,162.45238095238096,42000.0,2142.8571428571427,42444.445,42444.445,1.003,199.4,2.3480039933882995,0.14285714285714285,0.952,40000.0
ID_0N9GC3UCDY,775000.0,826.08594,27.53,0.54,61.0,1000.0,1000.0,1000.0,1000.0,1.0,51.9,0.850922131147541,0.0,1.0,1000.0
ID_0OMSRSFGZF,780000.0,3954.1777,131.8,0.4395,53.0,9000.0,2777.777777777778,9000.0,9000.0,1.0,175.6,3.5429656954748867,0.0,1.0,9000.0
ID_0OZPIWT77V,788500.0,162.91324,5.43,0.2715,10.5,8000.0,1000.0,9613.637,9613.637,1.109,11.125,1.034600151909722,0.625,0.8823,7058.8237
ID_0QGRCBC04K,823500.0,20683.477,689.5,0.3562,498.5806451612903,62000.0,1161.2903225806451,61596.773,61596.773,1.005,1171.0,11.40296164150676,0.03225806451612903,0.9917,61500.0
ID_0S5LWZFHVS,857500.0,10465.552,348.8,0.4758,504.5,6000.0,1000.0,6000.0,6000.0,1.0,642.0,1.4597752603065788,0.16666666666666666,1.0,6000.0
ID_0SIB2WPZE6,865500.0,3234.639,107.8,0.3594,190.4,10000.0,2000.0,10000.0,10000.0,1.0,161.0,0.870357929272466,0.3,1.0,10000.0
ID_0TXSIQ6RNE,873500.0,17312.602,577.0,0.3225,558.1666666666666,6000.0,1000.0,6555.5557,6555.5557,1.027,1092.0,3.075278802213429,0.0,0.9165,5500.0
ID_0UQMP0IETO,887000.0,16791.053,559.5,0.273,227.38095238095238,21000.0,1095.2380952380952,21000.0,21000.0,1.0,1013.0,24.239501862100166,0.18795238095238095,1.0,21000.0
ID_0VF4CDOSD6,899500.0,399.91888,13.33,0.3174,25.25,4000.0,1000.0,4000.0,4000.0,1.0,27.0,1.0486111111111112,0.75,1.0,4000.0
ID_0VONQ3FWGK,918000.0,6282.244,209.4,0.5815,140.63636363636363,33000.0,1969.6969696969697,30970.588,30970.588,1.038,293.2,7.954297880520115,0.030303030303030304,0.7495,24737.18
ID_0WAE41D7DD,940000.0,3001.0427,100.06,0.365,47.72727272727273,11000.0,1909.090909090909,11000.0,11000.0,1.0,161.2,6.9998288500414905,0.0,1.0,11000.0
ID_0WQ3TZ7HHA,950000.0,13879.63,462.8,0.2856,202.0,9000.0,1000.0,9000.0,9000.0,1.0,898.0,38.67803178252114,0.0,1.0,9000.0
ID_0ZBML1B6VQ,1000000.0,4322.9917,144.1,0.4004,183.02197802197801,91000.0,1989.010989010989,91000.0,91000.0,1.0,203.1,2.8332531360867463,0.0989010989010989,1.0,91000.0
ID_0ZKKHC0B3H,1050500.0,3330.7363,111.0,0.3384,150.0,10000.0,1800.0,10000.0,10000.0,1.0,164.8,1.205676004643161,0.2,1.0,10000.0
ID_10BU5IPMKA,1060000.0,19785.674,659.5,0.433,212.44444444444446,9000.0,1222.2222222222222,9000.0,9000.0,1.0,1093.0,14.429898308846896,0.0,1.0,9000.0
ID_11K1UFONAB,1068000.0,657.4749,21.92,0.3845,43.42857142857143,7000.0,1000.0,11571.429,11571.429,1.259,41.84,1.6240130240130242,0.5714285714285714,0.7856,5500.0
ID_12GRL8UPTR,1081000.0,3040.582,101.4,0.2815,104.15789473684211,19000.0,2789.4736842105262,19000.0,19000.0,1.0,137.8,1.4141886952697162,0.15789473684210525,1.0,19000.0
ID_12NU6A9ICT,1093000.0,19170.129,639.0,0.406,133.4,5000.0,1000.0,5000.0,5000.0,1.0,1271.0,23.22716206473059,0.0,1.0,5000.0
ID_12VJQFBMVD,1102500.0,4134.8003,137.9,0.419,148.92857142857142,14000.0,1857.142857142857,13333.333,13333.333,1.007,209.5,1.9129982861876984,0.07142857142857142,0.857,12000.0
ID_135KXBOPM3,1112000.0,35597.59,1187.0,0.635,799.6,5000.0,1400.0,5000.0,5000.0,1.0,1505.0,10.861916927783783,0.0,1.0,5000.0
ID_13FZQW4G5I,1120000.0,12740.996,424.8,0.28,165.9090909090909,11000.0,1181.8181818181818,11000.0,11000.0,1.0,673.0,12.193143042194784,0.25563636363636366,1.0,11000.0
ID_14PRMXP5CO,1128000.0,19558.113,652.0,0.3828,38.4,5000.0,1400.0,5000.0,5000.0,1.0,969.0,31.713455900621117,0.2,1.0,5000.0
ID_14S1T1D829,1131000.0,195.79784,6.527,0.3108,57.0,1000.0,1000.0,1000.0,1000.0,1.0,17.97,0.31524122807017546,0.0,1.0,1000.0
ID_151UTB5V10,1147500.0,17962.195,598.5,0.3135,694.09375,32000.0,1187.5,30941.666,30941.666,1.016,1149.0,12.659290213730113,0.0625,0.9375,30000.0
ID_15LDX4J625,1171000.0,4684.825,156.1,0.499,102.66666666666667,15000.0,1933.3333333333333,15000.0,15000.0,1.0,212.4,2.6474425455602084,0.06666666666666667,1.0,15000.0
ID_16DKIDU8CR,1181000.0,5866.123,195.5,0.4485,334.0,5000.0,1000.0,5000.0,5000.0,1.0,390.0,1.302832043809179,0.2,1.0,5000.0
ID_17CQXSFTU7,1186000.0,300.62152,10.02,0.501,19.0,5000.0,1000.0,5000.0,5000.0,1.0,19.8,1.2771857492997198,0.2,1.0,5000.0
ID_17IX6K6H7G,1199500.0,2733.8047,91.1,0.335,160.0909090909091,22000.0,2181.818181818182,22000.0,22000.0,1.0,139.4,3.1814538857175436,0.18181818181818182,1.0,22000.0
ID_18UKM00GNR,1213000.0,2405.724,80.2,0.4746,197.4,5000.0,1000.0,5000.0,5000.0,1.0,164.1,1.052795209187472,0.0,1.0,5000.0
ID_1900E3K4BE,1329500.0,3132.307,104.44,0.3577,153.52631578947367,228000.0,1921.0526315789473,228000.0,228000.0,1.0,157.6,2.4030489914556195,0.07456140350877193,1.0,228000.0
ID_1943H85GR6,1473500.0,24800.941,826.5,0.3992,380.7,60000.0,1066.6666666666667,60037.777,60037.777,1.014,1384.0,21.603639106153945,0.016666666666666666,0.969,58166.668
ID_196C867RFK,1506000.0,15765.117,525.5,0.6284,545.6,5000.0,1000.0,5000.0,5000.0,1.0,782.0,2.516900904410753,0.0,1.0,5000.0
ID_19XX0O8ONS,1513000.0,3189.5244,106.3,0.2954,47.111111111111114,9000.0,1888.888888888889,14975.309,14975.309,1.169,140.6,2.1241824143411843,0.3333333333333333,0.6187,5566.6665
ID_1A8MVIVO04,1523500.0,1967.8743,65.6,0.3584,110.16666666666667,12000.0,2000.0,12000.0,12000.0,1.0,97.5,1.1599404974304324,0.16666666666666666,1.0,12000.0
ID_1BWBYDDOD3,1533500.0,2404.0278,80.1,0.3909,56.5,8000.0,1500.0,8000.0,8000.0,1.0,147.9,6.826000124007936,0.0,1.0,8000.0
ID_1C6NWCAT9X,1541500.0,754.43225,25.14,0.4412,54.25,8000.0,1000.0,8000.0,8000.0,1.0,51.72,1.0595739157732058,0.375,1.0,8000.0
ID_1CDYR91SWW,1546000.0,841.5104,28.05,0.4836,108.0,1000.0,1000.0,1000.0,1000.0,1.0,59.0,0.5462962962962963,0.0,1.0,1000.0
ID_1DA0PQ3TE5,1549000.0,13867.873,462.2,0.282,272.0,5000.0,1000.0,5000.0,5000.0,1.0,910.0,7.5974294741998385,0.0,1.0,5000.0
ID_1EKXDNFURX,1555000.0,12012.349,400.5,0.241,203.0,7000.0,1000.0,7000.0,7000.0,1.0,782.0,9.029725311546402,0.14285714285714285,1.0,7000.0
ID_1EUC5YKL73,1564000.0,17540.479,584.5,0.3684,124.18181818181819,11000.0,1181.8181818181818,10909.091,10909.091,1.001,929.0,17.517117557218317,0.0,0.9546,10500.0
ID_1HFJ9E65O1,1572000.0,8641.95,288.0,0.181,102.6,5000.0,1000.0,5000.0,5000.0,1.0,534.5,13.537119021134593,0.4,0.9,4500.0
ID_1HP9KHQS4A,1579500.0,2444.1797,81.5,0.2688,128.2,10000.0,2800.0,10000.0,10000.0,1.0,123.44,1.080881458931096,0.0,1.0,10000.0
ID_1HY0PP9TNJ,1587000.0,6679.936,222.6,0.1287,333.2,5000.0,1000.0,5000.0,5000.0,1.0,333.5,1.5911140280479048,0.4,1.0,5000.0
ID_1I8ATZ0DYD,1592500.0,32109.713,1070.0,0.519,543.5,6000.0,1000.0,6000.0,6000.0,1.0,1898.0,10.58057124111874,0.0,1.0,6000.0
ID_1KOG6XITS9,1601500.0,20767.205,692.0,0.3464,93.33333333333333,12000.0,1000.0,12000.0,12000.0,1.0,1189.0,53.09025462090473,0.08333333333333333,1.0,12000.0
ID_1L771RVNG8,1613500.0,18339.98,611.5,0.3433,228.5,12000.0,1000.0,12000.0,12000.0,1.0,1098.0,10.558052731030843,0.16666666666666666,1.0,12000.0
ID_1LA7YGCFSN,1622000.0,5710.2344,190.4,0.10425,63.2,5000.0,1000.0,5000.0,5000.0,1.0,410.0,27.94641034404192,0.2,1.0,5000.0
ID_1LTEEFSNKE,1647000.0,3146.6465,104.9,0.3616,120.31111111111112,45000.0,1755.5555555555557,45000.0,45000.0,1.0,164.4,2.542069332256439,0.06666666666666667,1.0,45000.0
ID_1MJJBFJPDW,1673000.0,13575.853,452.5,0.2377,144.71428571428572,7000.0,1285.7142857142858,7909.524,7909.524,1.075,863.0,9.822112046840425,0.2857142857142857,0.6665,4666.6665
ID_1MLAB06IHB,1678500.0,450.08136,15.0,0.2778,28.5,4000.0,1500.0,4000.0,4000.0,1.0,30.89,1.2737984177714647,0.25,1.0,4000.0
ID_1N4EVK20IW,1685500.0,2222.353,74.06,0.239,83.4,10000.0,1800.0,10000.0,10000.0,1.0,111.94,2.7856463523739228,0.2,1.0,10000.0
ID_1PEQIAL4MK,1697000.0,1224.605,40.8,0.189,58.76923076923077,13000.0,2538.4615384615386,13000.0,13000.0,1.0,69.44,2.384474690534615,0.15384615384615385,1.0,13000.0
ID_1POK9GG54W,1709500.0,16864.676,562.0,0.337,146.83333333333334,12000.0,1166.6666666666667,12000.0,12000.0,1.0,1135.0,35.816848778273865,0.0,1.0,12000.0
ID_1PUPC0HD9U,1718000.0,3481.4998,116.06,0.06384,188.0,5000.0,1000.0,5000.0,5000.0,1.0,243.0,2.3954959863426684,0.2,1.0,5000.0
ID_1QSBGZEMLS,1722000.0,251.91203,8.4,0.1825,30.333333333333332,3000.0,1666.6666666666667,3000.0,3000.0,1.0,20.47,1.2189250882056453,0.3333333333333333,1.0,3000.0
ID_1QUYFB1HSL,1730500.0,3486.9993,116.25,0.3284,135.64285714285714,14000.0,1857.142857142857,14000.0,14000.0,1.0,204.1,1.818598986417958,0.07142857142857142,1.0,14000.0
ID_1QV6BT7RXJ,1743500.0,3703.66,123.44,0.3982,128.0,12000.0,2000.0,12000.0,12000.0,1.0,176.8,2.2642516452310053,0.0,1.0,12000.0
ID_1RBFO1896D,1752500.0,15669.595,522.5,0.3225,286.3333333333333,6000.0,1000.0,6000.0,6000.0,1.0,1130.0,28.351562688081636,0.16666666666666666,1.0,6000.0
ID_1S3M6R39SC,1756500.0,285.0,9.5,0.475,19.0,2000.0,1000.0,2000.0,2000.0,1.0,19.0,1.0,1.0,1.0,2000.0
ID_1S3NYC9EIU,1768500.0,3296.7231,109.9,0.3523,402.1818181818182,22000.0,1636.3636363636363,23196.969,23196.969,1.015,173.2,2.831053134046885,0.18181818181818182,0.9316,20500.0
ID_1SH0JF5I40,1783000.0,206.37741,6.88,0.299,28.0,7000.0,1000.0,7000.0,7000.0,1.0,16.42,0.7590183749781964,0.42857142857142855,1.0,7000.0
ID_1STQDSK0J2,1833000.0,3687.5496,122.94,0.349,119.88172043010752,93000.0,2096.7741935483873,92204.305,92204.305,1.005,195.2,4.500024332196631,0.0967741935483871,0.9893,92000.0
