vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_frac,v_vol
ID_002A8R96RR,3000.0,45035.836,1501.0,0.494,1034.2857142857142,7000.0,1000.0,7000.0,7000.0,1.0,2800.0,4.048811689840301,0.0,1.0,7000.0
ID_00ICG61TR0,11500.0,3283.2266,109.44,0.304,198.2,10000.0,2600.0,133500.0,133500.0,2.213,164.0,,0.1662,0.5166,5166.6665
ID_00IHLV314R,20000.0,3781.972,126.06,0.4001,131.85714285714286,7000.0,1857.142857142857,11142.857,11142.857,1.285,194.2,3.5596428113005745,0.0,0.857,6000.0
ID_00M4ZAGCBJ,28000.0,13065.768,435.5,0.2367,66.22222222222223,9000.0,1000.0,9000.0,9000.0,1.0,599.5,19.167674440255084,0.2222222222222222,1.0,9000.0
ID_00PS2WSO4H,35500.0,20667.086,689.0,0.333,96.66666666666667,6000.0,1000.0,6250.0,6250.0,1.007,1416.0,34.11679351311783,0.16666666666666666,0.9165,5500.0
ID_01JCVAZA9A,46000.0,3708.2095,123.6,0.412,165.13333333333333,15000.0,1666.6666666666667,23011.111,23011.111,1.325,206.1,2.1929693180267855,0.06666666666666667,0.7334,11000.0
ID_01OEIQO3LL,60000.0,1498.1719,49.94,0.4028,90.61538461538461,13000.0,1000.0,12769.23,12769.23,1.005,101.7,1.1207435299241084,0.46153846153846156,0.9614,12500.0
ID_01T0F09T0Q,72000.0,4125.9873,137.5,0.448,252.36363636363637,11000.0,1909.090909090909,11872.728,11872.728,1.02,199.0,2.331624710043744,0.18181818181818182,0.8545,9400.0
ID_025ONV4VI2,89000.0,3047.2646,101.56,0.3352,69.95652173913044,23000.0,1956.5217391304348,23282.61,23282.61,1.002,146.2,4.515649399066945,0.08695652173913043,0.942,21666.666
ID_02YATQASIF,105000.0,13593.349,453.0,0.2281,617.0,9000.0,1666.6666666666667,9000.0,9000.0,1.0,797.5,10.15371306222084,0.1111111111111111,1.0,9000.0
ID_037KWK05R6,112000.0,5860.164,195.4,0.4812,309.0,5000.0,1000.0,5000.0,5000.0,1.0,392.0,1.298475055144135,0.0,1.0,5000.0
ID_03HGAAZEAG,117000.0,12882.305,429.5,0.269,264.2,5000.0,1000.0,5000.0,5000.0,1.0,753.0,12.794307241737473,0.4,0.9,4500.0
ID_03TU3MZQGJ,129500.0,3484.8203,116.2,0.3416,144.6,20000.0,2000.0,25300.0,25300.0,1.173,161.5,4.253904767706123,0.05,0.95,19000.0
ID_042E5L24E9,145500.0,3423.1326,114.1,0.3804,130.08333333333334,12000.0,1833.3333333333333,12000.0,12000.0,1.0,178.0,1.4901329506779957,0.16666666666666666,1.0,12000.0
ID_0462U5LRPI,162500.0,15364.027,512.0,0.3293,139.27272727272728,22000.0,1272.7272727272727,21636.363,21636.363,1.003,1077.0,15.584815754014592,0.045454545454545456,0.9546,21000.0
ID_04P6X6W595,179000.0,12948.266,431.5,0.2722,103.72727272727273,11000.0,1181.8181818181818,11000.0,11000.0,1.0,744.0,,0.01809090909090909,1.0,11000.0
ID_04TP96I4E9,188500.0,1750.5468,58.34,0.2411,78.625,8000.0,1750.0,8000.0,8000.0,1.0,105.25,1.4553861992525423,0.375,1.0,8000.0
ID_051D6UP9V8,195000.0,6597.136,219.9,0.5234,398.4,5000.0,1000.0,5000.0,5000.0,1.0,420.5,1.0783965443129655,0.0,1.0,5000.0
ID_05967H6N7S,207500.0,3238.3809,107.94,0.346,82.0,20000.0,1900.0,23183.334,23183.334,1.104,156.8,3.5962613678555826,0.15,0.8335,16666.666
ID_05SN15DLBL,222500.0,2330.613,77.7,0.335,104.8,10000.0,2000.0,10000.0,10000.0,1.0,121.75,1.3951736757450501,0.1,1.0,10000.0
ID_060ZPO7H7Z,234000.0,3567.19,118.9,0.3635,126.92307692307692,13000.0,1923.076923076923,12589.743,12589.743,1.007,173.8,6.081184198658989,0.07692307692307693,0.923,12000.0
ID_06HA9V2OLQ,243000.0,13285.415,442.8,0.4556,635.8,5000.0,1000.0,5000.0,5000.0,1.0,871.5,1.829331681908731,0.0,1.0,5000.0
