vid_id,session_id
ID_CXZJQADMQG,5f6414873a1236ec6d4359fd2cae62c117dfd5f9
ID_EN22QUEWGL,9a3e1f54b06cab558c8de11aa625b07ee394b828
ID_2PVKFHH1AX,c711b75c8b62d9a4f962989a29b36bbf0268cb53
ID_NAED5M2FNL,5655575b09d8d3dc7e68927e6f04a71183638cd8
ID_UQ7KXT9V4S,2f2df7403dda82cd41faf33eaa6713e4930f5a85
ID_9BK8KRDUYN,defc0b2ed204bd75d57aff9b03e737ab52b37b3c
ID_2PVKFHH1AX,656b0338715aa3fd5cf93d78e295ad1069189e1f
ID_ODZ9739X5O,3e6a07f0c358aa0ac3e3c7c28a01402790af5140
ID_VR7UAWNCXJ,e4d479ac2b4659069d451e562b8b06a2a214bfd0
ID_BI9L3MZ5ZG,e4b5d7f94f980a1312d7741c67e2e758c8922c80
ID_HLCTRANFGK,a1660c956d00529cac05549ac90e0ba257343f7d
ID_JR3KHOKU5V,0fdc6c1905f715789bcbd1f647b2fe0d81b3c253
ID_67IF11W7K2,405733531923790ea7e58c6b9b7b160706cbf866
ID_JC9GTUKRQO,670525c9343ead6a094c97fa865b7e965f16bfbe
ID_VIVL4NQARB,bed7fb48cc2e45be8dbeee5504b36cc0c9359904
ID_R6UYWORV7K,74a4b22379925728ce4d1c25215f07fc0d04dd09
ID_LK1VCZ20WE,e38a1fa52f44c93863fe9cb556c5cb6e67e4614e
ID_RD3QH7BDU4,8222a09edbeb4da0373b5754eb2f5d127eb5ce9b
ID_PFKU89LO14,0f7f51c3062b451d8bd9d60f8115ae618467b271
ID_QZU9W6LQKE,0d1f4ee90cb4050b705be43a4a421eb83222e030
ID_R6UYWORV7K,fc6159e605c758b514e4a24a64dbfd641090ac04
ID_LDB1C3DI89,586c73c286e29ac718bc6de30661802c3a77a852
ID_G7KIU994DW,897cbd28cffbcba266dd3dd7ca7f1478d08dab51
ID_81733GDN8K,ba88842ff1afea0eb90cbff460145d03b29c3589
ID_E0FJYVLVNW,6c2afc73d1a32bc8be573defdf04bd94d6a61e43
ID_7CSWR7AWU1,d6bc5bcb1e4736001dd57ff9cf5f06bbdb16f378
ID_SSBS48QAQJ,b9c02e51e5e4df0d6039dac20db5bbdf4cae9fc0
ID_UQGMOLFLF8,c3862873f7ce3327b3438b66c217ec0f7e010098
ID_HAVZ76ZWMO,482ff2d651176053c06b314d6e512f8db02e1365
ID_3W8P2IUI4Y,5bb09f941eabe94c2dfe4d22c53d473efd224a7f
ID_PMW1JRD4L5,cbdc0301e2d0105b3f36953a24a95dd6eff1afae
ID_CY7QB82OT1,4dc5116acbb563ff05b172b74695eb4ab078544a
ID_XZ11KTTXG2,4373761b48e9163b6f9746cc4b8aa181ad20c8c4
ID_045MP813IU,7e2cbe867e5943976363b6ba43d824c0a1f8ef0b
ID_R6UYWORV7K,86a0db873630cbe9470554fd5cf097fcf82e2ee3
ID_UVCVTKHJIM,c0d78ea06c5bf0fed7bc4359d793412928454018
ID_EF1WM0LRND,fa57dbc694e49d5f3e51f6d026044c56b38bf713
ID_MR6QGQEUGQ,9a76571fc27d47f4bc1db9d4648d1bfafd20cc8c
ID_DOMZ54VJK0,e86fb7a44799aecd2e1b2ec5559d74ffcf5ec2f0
ID_TG52VPAH69,dba3c30088c36ca7b1a26fe5672e10880dfdec34
ID_VIVL4NQARB,c873d61a539348d1a0f0e18b1cd9746dd9e936d0
ID_MHJY2OMVO7,d4482d6254a5996eb220f30d4e828cff1a52106d
ID_4CHPISC1BX,ad39aae7e438e12149a9ff1f37ccc484ca67da15
ID_E0FJYVLVNW,605249b90266dd351870888f1fa8a1d6792d431c
ID_GP4U7ORVFO,6cd1fb44b24742dc2fb3d5df486ce4861360167e
ID_HM5MUDG4DK,e9a6ce9f251aa09cada31a36ce45349b7d14e903
ID_R4BBSYDPIW,38ab890cba5031f1c5db1184ef4079d26546b5c7
ID_BI9L3MZ5ZG,48d0aaea40a033adee7769273e81f5614669a49c
ID_X891FZKSSI,7b27cc24f79399137756719e1d98256c0126e09b
ID_PEA3T14QPF,dca12b57726d4b3b1b0c29ffb0fd4613464056cf
ID_EF1WM0LRND,e05f747aace725400912bea8cbc474eaf0f12a20
ID_JR3KHOKU5V,f66dcc9ff9335b51d9ae666761f644aa52ff666c
ID_C6BXWWUP2W,85f31396931cf66a511bd95fadf4e653f21feee5
ID_3GOPUZSFNZ,1c2da517960733cac53f21c316c38ef6d7ef145f
ID_RGQW01ZZBL,11aa63cea19b90572267a1ea4799b2b5568aac5c
ID_PMW1JRD4L5,d0051063c5221e43228271056a3e5abdd0784835
ID_3GOPUZSFNZ,21a2a8374084bb3cad508c3d5e2a0fd05bdec949
ID_NBBLRVLUNH,c5a772ae9fa546c370eb49ba59a57e4bc81a669f
ID_SD2O772GPM,ae27c3c1b9e6473bfd00ce08d5f64860f0199a2b
ID_VVECPYTQBL,3b0d618fc1dafde4f65922e634fc7ef670f9caba
ID_W0ETVX2W1P,ea684ad601d6c008587cb4bdea0aee47daad4aba
ID_EN22QUEWGL,66935447d518084ffb3af67acedd44fbdef09993
ID_M0NGZ4QI8Y,7f88b2256b544169d80814ac0db8b24752b470e4
ID_F5IARV99B9,d13eaf2d4f68c84942715d7390b6477a26f85a04
ID_B1CH3GPH3B,8e20effc5f8e8f85384c3672e0cf7ae844b80dd3
ID_TZI6IZA4PD,ea07e511c9cc28c684a6086a7aa9d8fabff6cf49
ID_TZI6IZA4PD,5b5484fcf4957472c62444d01f35a0fe609c4d02
ID_9TXAA88X1H,a170dc3888ac807c9f2c02c3c902e67263b114c5
ID_GC5PLGPLPW,2967a334e5c2a07e6e6324c772f2e318a26f744b
ID_QGS5T90FF9,c2c415439ea299a7dbd1a3bd64fa4aa737805ad1
ID_WH0ERGPBWG,f0ba6b8aeeee76c0a38d1c49bd5006674b4ac8a1
ID_YCDHKTP3XP,ce19210a2f1479dc9e13d21f932d4638d14da4a3
ID_8VOIJW3MNL,76ce3c9a5879b0e1963efb107111b15123273ded
ID_5QLXCW25NT,2ef46ef9426d3ee575b66df16933dd21b8eaf856
ID_M02QREGZZV,d224015c8e633b1dfe64ab984fa35554c232cde0
ID_S3O19OTGJ4,4a67d446c4296ba0024acfa5c79414aa62a9de3c
ID_3ZBVOQMY2E,4c19e0076ad01ece4891310ac2aec8f41c3441f3
ID_C6BXWWUP2W,00e34b422776ae6d10b365bec80f7a1982ea527f
ID_H4ETH6OQBU,fe3668e3645b7442b729b074c1a4f06dc1d39afe
ID_I8GR3CTTO4,a3c6ee9d9ce5b441123c8c582676e61a7aa7176c
ID_C8HNR02M5I,dad1eff04685051a66af8b628c49b76213325b81
ID_H4ETH6OQBU,55307241a436be37753f2792f8649b79a837bc2e
ID_R6UYWORV7K,42e55e14fabb3438c21bb3c23748c63ecd46ece4
ID_M0NGZ4QI8Y,b417961dbd738901270954553d99763e9805eeb7
ID_TUAMPKYK3K,3237ac84dc4d8fc5699626243abb06bd397822cd
ID_3RVQRZ3ERF,d9b42d715c5bef1301612c720b6f301afc2e6fa6
ID_ASCRCL6956,be19e125a3b5cf88c7cd138f28e902e8e9f77978
ID_0ZUVEYVW42,1015d8fb9e5279e418f3825bae7d184898f30946
ID_UQ7KXT9V4S,aac33abde31d64ec76c5877beafd62001afe6ba2
ID_V2BRO09MVB,41573b5688053b81faa5e917be58b0e213ca30e8
ID_X23PDZVB97,b631103178873b70014c11dcf9db11f4b28502e5
ID_BI9L3MZ5ZG,8e34d01d0bf5aad3294ba8339f5eae1a2a5b8749
ID_B7C7VDL07S,ea1ae3760cc481ec6dad11c12e87e6b468d42195
ID_5U4SD59JRE,1b7015427d9d772f2b8f55a9a5ec8bed6a586d5a
ID_WLY2T969A6,1bf71a5ca16c82738f80b96fdeaf19d01b8c39f0
ID_VVECPYTQBL,34d8819b285c6b097cd1faf0a88169ce0284b291
ID_QZU9W6LQKE,479be6444334e28c903197909b6bfa85d25d32a9
ID_T6U6PKM8JC,d0ead34f1e7e232395836d94a7be200a3a8038a8
ID_UVCVTKHJIM,667fd7942b8b86584561444c640eb693c25577aa
ID_PC74BC4KK0,199374e333faa4610e9b7a15dd4099f596927f9e
ID_LK1VCZ20WE,57f24ab2f4f34abf75198139f05e796902a36c9e
ID_3GOPUZSFNZ,696b2717af0af7359519ffa2e96b92d3a74ebe61
ID_EXXQW15C89,2d37b1896f6170be4878ee07e99589b2fb16930a
ID_5GYIS5VYKE,7020aea377ab66b7db62d54880aa4b7182ddae7c
ID_BI9L3MZ5ZG,f820ebef387f97e0cd16485f07d3784509d51e6b
ID_BI9L3MZ5ZG,f272354b252290d99ca7dac86e3d4d75146ad2b9
ID_4PR8POJC49,3fd536921d2bd73e375d54081da3a2c378daadf8
ID_BI8NH4836N,bd4cbca9f7d529fdb43f247f201a132a8767393a
ID_VVECPYTQBL,8577d6937ac03a3f4cef2b09b5a674077d52ebf8
ID_CJVO9W2YWC,87444871a99a1450704df84d855ee2cf44ded95f
ID_7E1R362HU6,0062dab7a505d43a88bf2224701ad90d91827ef2
ID_YPIL201EPV,5d30c2db32b064f5084bf1a5b36a099a636cc375
ID_DLNG7QJFQM,3242e3d15769a33e6a6ca77c0d13837c5f2975be
ID_WH0ERGPBWG,b4e68f4cc9b98f07449a352692b6d962036c86f4
ID_MQWR2JAXZ9,de67691ea2802be2f5244c401e9c48f5c233cd7f
ID_WH0ERGPBWG,fa03b9ecb1f351c53965f99351393e2749ffa933
ID_3SULZGC63D,364bf3f1c8887aa7f32cd6d5df6d0e783b24dc0e
ID_EQIPD90C9G,7420314d46b118e580494859de06811e5bd0ce2f
ID_GP4U7ORVFO,73c052e0bcbf836ce1a14655ff0cebef1f11b987
ID_A01P66HZ4U,5456392c193f1f82c5f77f4366a746a5ce6c9b07
ID_7SSSQVI4JB,7ada9ca1db260d902faf83f2b732a0cc5c89cd04
ID_A0AF52RQ4G,bddd93559135e73c91803443f6db8bbde93f97ae
ID_8QG6TQ5929,35971c06e8eed252a9c8d5cf1df72815c00e0bcd
ID_H3MGEOE663,cd9e373ddcaf59add00f8ea632887bbb6b0ebc31
ID_425ZINY73Q,97341375861da090a0fa16bafbdc4e2e1414d608
ID_5GYIS5VYKE,810380a89058c953118977d3e23c67a5fcf23df6
ID_BI8NH4836N,608f9aa7e5846dd476ac2cd4d8f6d97a7584ce87
ID_KGTJOILJXK,bc9366dd75cf508b6d699fe917cef09f3c9514d4
ID_EN22QUEWGL,3e5e7ec1e37ccb487cb253b021279c749a615137
ID_HM5MUDG4DK,fd556332abce277c49ca86584a09ff228e13bf81
ID_IV5Z7J4RWH,03748ea053e7b053438f816a11240dc3019471b5
ID_AXRKN4M2G1,e0c50bc72fc159f6ee911162977a6c65a2b48512
ID_EHV9YLVGVR,ea664f29e4bdc3cb78ebfd4bcd14372821e4547e
ID_QFTKJJ1OBC,969d528f5ae16db6eddc572857325091affdea78
ID_9I40BDJX4R,5eb8c50f4c81f28d2fd892e7713c7f9aa9a59512
ID_4IAZNALLPS,8f60357e977ce25e8c842694e06ade6667006edd
ID_BI9L3MZ5ZG,72235d05500eb1f0308b1b2a21bd62e8ab4185ee
