vid_id,session_id
ID_HN31533AEI,813d4a5c90d16d5d996e17c998a772bd7adda399
ID_99CVTD0KR6,ff2423f376f972a7813142781056eefdc25dad31
ID_73JFJUNU81,373c0c5dca760a4b406715827d1f347f9b7c4c72
ID_VYXFNR2OT8,5f995b5f2cea2d70cd442793741a5ba26bacde3c
ID_EGHIAIZ7WF,238b94e330fd7ea0d6b57da73c423f65e9396eb1
ID_9G50YRN5TD,20c62e3027eca4ad42ca1478af1db8c383892b2e
ID_FN2G9IVHFO,b679306836f8452b7fa5d3b9430757c2221bc656
ID_10BU5IPMKA,0b283abf8eb8b1d826150af38924166ba5310a3f
ID_EP9IWL0LF6,27874ee0090a660b083e1353c373907a5e9cd918
ID_73JFJUNU81,ef9a95a65e62c268543ee0be2326178ab16d020d
ID_FXSBNLL7O0,22a95b90ec7a851be9907bf2b3783ca9a147962e
ID_7KJLLQVX7R,da0c70834591cdc404ee6f72d6291c30116f55de
ID_F6F7SXB193,50a57deb4f5cad951047e6c4ed75bd568dfea762
ID_EH93RAB3YM,9fec4420e4a1df3733f666b8b4dc97b8c080d1e2
ID_WWCY035KJZ,c5c66b7311e7b06582a211f95346ef93c62999c1
ID_Z0ZSCXNIGB,ffe89d597333a9fc9a31fce565cd295b53dbdfd5
ID_PU0LXV9E4H,8eefce488b2b16449213825f605cf0dbdac8aa88
ID_2UN2H01FD3,0e9d85caf15efdbf643899608fba3beecbdd011e
ID_6TLUDI1UMV,5ccb06bd51de83c63e5c5eab250382f3193df804
ID_F6F7SXB193,90096b82a613b86318429375a7cfab16cc227ae6
ID_Z7JER0N58U,18b4ae13dc2352abcb13f2e92cac56cb5aa4c175
ID_U2SPGF3RQ7,018e674b4cde0b787dadda5820768bd18c8fb4b2
ID_L914521TNR,64cc50c3355112406e52951e07670aa8b89eaf0a
ID_GTZV1S7PUG,40a970a3de4692c3d3c0d1beee940a342854613d
ID_JA7AI7NTDP,d4482d6254a5996eb220f30d4e828cff1a52106d
ID_0F81OHO1MZ,75a69fba95c3ca3d873c24b1970721f62535438b
ID_7ME5V9FSW0,e1fe079ea9b9697e9f75984d4b76a8dcbb4fdc46
ID_8QVQ8G3VRC,715dc20ad2fea6ce84320a6608315a246135084f
ID_32UBUBLNCN,1aeb71b8765461da8b980f2ebb0a1c514cfc7f67
ID_0F81OHO1MZ,48d0aaea40a033adee7769273e81f5614669a49c
ID_EP9IWL0LF6,af1dbdf1653e12416f7df2066752141eb8514efe
ID_PZ4IP3HE4V,f8a2ca29056e44613320ae122a80e1938dd527d0
ID_Q36F27ODAV,e02e66b298984853155e642a4280c7fe8e43e3e4
ID_YRXR4XN6G3,01f8f3839fcf847b70655f9c0daee6601af9b69f
ID_TLC9EPLCWK,958a43d196acf9776940d8bd03634e9f4dbbc6f5
ID_BRZ3WLRSR6,9a401e48f131f371ee9dbbe2924d6b5d40fbf661
ID_301ZYG0TLP,1a216d8341d229150f64553ef081c3a5a1a378d4
