vid_id,session_id
ID_YC232Y427Q,799de4dfd23d4037160f9ad8c170f7a6f3df8d14
ID_FITR40Q9VJ,bb4e9330cdabdea44df8121e8ecd2c6e165b0cdb
ID_BRX20QRSML,bab7a0c95fd4e6a6e5088cbe1045f5704aef914b
ID_0XUT21CHR4,d6f5eb8f4f8418572e214cc85251542355333722
ID_38RFF2EY5R,ba010f82d9412c1a28386e23bd6d54d65cf5a532
ID_FI838KNI41,791a1edefb270d4c0e5d30a589edce3d6567dd6b
ID_E3TXYO4VLT,b1f26994f670d6b25546443e025309427ab896b6
ID_8CVZQH40WN,56ef316e8fcb9d1e3c406223c04d6a945f4384c6
ID_4VD2B8XWP9,cbc27da28a23f8e30b019c30f6461b3ef26448ca
ID_YC232Y427Q,3d98efe2e2e0ff44bb178e355f4121e58197b1ab
ID_WQ546SM0CW,ddaed552bd716afae24e3681c1ab509250739254
ID_F3PR7C4O8C,1026d31e76c8782cb51038299d0d8d7f36a9ccd4
ID_FI838KNI41,baa3ce23cfebbf57ae38c8504194e046c7c086e5
ID_2HBXH2XVGQ,f856766c4ec7d0a8f72671ee670acb0ef4efd644
ID_SDQGE8TTL5,77d0ad43c61c935ea7fbcbe75a1d1858b7fe4a58
ID_PR96EN9IUW,ecb35d45ff7d26d2ae8934f39e0a615023dd1c7f
ID_UUUP9NFMQO,3fec842647b05fe81013df1886d1235f7e792c5c
ID_SPPL97DV58,a16fad4cc0969abc2419b8756cba337db6d3b7ed
ID_XAJUN8LR6O,3bb8b56499a810f671bcc6c0f4e00d49a29f3e7f
ID_17DE4HZ48T,821869a483ccc6716a3f99a70a2d6c950c2f313a
ID_2P6W6NTTEQ,1c2bae9dacf6abbacdef49373eab2af7ddb2f9f4
ID_2H5TN0FJCA,1ade90f187cea6c87c9945a3d9a70624ff4758be
ID_BGTFVRT1Z7,82cef0982c198b37b467e5a460a864288936de5d
ID_FI838KNI41,025b57c8d1577305fcae01d2d31b9adff42892ad
ID_4Z7IB7P57M,6cf6800e2e838e1a59df13737d5bc60419764ca0
ID_O28QOKVU9T,520000767f559edfd84a8ad6bf1d1d9af25637be
ID_YC232Y427Q,cb49288c078efae897e3f55e4c87932bc2717b06
ID_PHCTIIPV0A,a9be9275c6050099703fa689fca923eaa19151cc
ID_E13522AGWW,7b7846a473c75c86de0b157037a67e55333230a4
ID_VWIGMM6G1P,48258d774c596f44cbc4d9d220aab93e18d4265d
ID_LC65LMRNNJ,808bac42dff8b8da5b699cdb21ff864f12b22935
ID_XK6PHQ9P7J,bb563516cb3dd164d276ae09607cdb0107314843
ID_Q0BDIYENGC,effa32f9bf73b51438cbde2bbb3b7e14bb4f25e6
ID_TB2VA7ZMS2,6604a810743bc5f022bde2ba67eb6b636eb7111d
ID_MJ8W7ACIRR,3fa6361923fe7b134c8369eea9da28f06af102c0
ID_OPXXX1X4LV,f6ff41071ac2ccec842c473fec23fe781e4bf78d
ID_I60H7JF5S9,ea8108d44781f26241eafd65183df94c7881de1b
ID_6KKCDZTQZ3,afd78f83f3742e63b07509b9ab9dd7fed0bc6df7
ID_6KKCDZTQZ3,6e1d816b93a853f3ce0587e87c750878f6e172c1
ID_I60H7JF5S9,2ee547deb8d23a7304fc64fe345dc1b465ed96c4
ID_NGEIT1NBZO,8e5f1b0f2cb591f9f1ad7b54e895b7a2c0be470a
ID_E3TXYO4VLT,5d2cf46af37dcc6f4e7f691f223b330de7cebc16
ID_23M42T83IR,1557e4e23711291f084991ad152a834a61bcb029
ID_3Q9SYM6AZD,3a5b67e497ae277f7280cab817e6544085414c96
ID_TB2VA7ZMS2,35e56baeeb1bfe5ad1deda9c137ba014f16382eb
ID_XK6PHQ9P7J,9e5199478837c49b4f24db5b01e12fe5340abc52
ID_I60H7JF5S9,b2c7c362319ad3bcfa8afb195c1c3c77100401ee
ID_4Z7IB7P57M,a0bcab20adc7a8cae698f62f4b21e6e8f845eaa0
ID_SDQGE8TTL5,fa9db8d146a1a5342e523ceb6e7c503b9b37228c
ID_NI4UAIZN79,445b09b60d8c6e50bd285d0db0fb0f301be8f9cb
ID_C56390Q3S4,6dcf034d048e22ca32e614e38c41a04eef8e0c6f
ID_7WLHS4ZVZC,cf5bdec4f30af050121d105d67a95d54e84e521c
ID_8YVI8P6HKX,3dd9ef689578f8513929d9bacfccdc375fe21176
ID_VJC9CGG29K,513389f748e55e89717890006dab3cb26f96ecf7
ID_H01PZGSXC8,0f26ec4de68e9c61c3627c586b9853db3bcc5ea2
ID_YKYPRSZ2SI,742f9a18c02392ee739a55cca8a5b7d0d5e9afbb
ID_YBDKSYHHC7,f95d816e8e47f596e2242c01a1f97d71e233ae8b
ID_VWIGMM6G1P,a5f966ff77f50bcab82dcd02e306ff24e401cd49
ID_17DE4HZ48T,464d4bf197909fd9f96620179c98848e0a70cc48
ID_E3TXYO4VLT,41ac771db90e4b9d9770605489a1480810507edb
