vid_id,session_id
ID_KDALESY414,0d8f0071ef3e89ffd20178ac7a8fe80b97a01f13
ID_KDALESY414,0e12bbe3233ea9588bebf5964fe9cacc33f0afec
ID_PBK5LDPRV4,0cc524506792b3b4193b68caa3fb3312abfc273e
ID_4Y63B6PLAK,75f6346dae32c75ebdc6ef94ed6ac459824cc75b
ID_L4CS8KTM0R,47989ed3de42c4d6962068e34e9059ad51a585a1
ID_HC8GPSTITK,54375bfccfc07bf4bea17660114c566f1aa89391
ID_2RX14EKNVN,91d0a06c796f51d2e1cd7ca10cae7d54e6ec8d53
ID_VI0L7ZREMQ,ae7bf8f8f5ae7078ca238cfa63110fbff2b58162
ID_7TC8IO7MQY,1bad6dc33d3febabe392e1a65e84e4fc9eb1a9c9
ID_DJYF753ORX,ffb15c5cf23c2840347eb65d2fba366c640de05d
ID_MVFKF3P9GB,ca4e5d343ed0f88a41c135735cc00d12e3ba0e62
ID_M7FA5I4AH8,cc5e7ae4f550a81c4ef5fc07813b548671214e0c
ID_OX0725HCKR,308041ce21b7662d672169903d11df27d21c8f26
ID_9R8H6LTVWI,798711f597f4092bd4fe22c3e39a7edf25ddf93d
ID_E7M8G8S4MI,30e7f538b01c21231b976c8f73bb909dde8c7e1f
ID_81ZXX6IXD3,ed5702f18f425e2618eda690e909345cd071ed9d
ID_MKNHW1I5PY,6955bb9934c09ad1248c0a45358b13d2db708f81
ID_T7OIONC82F,cc1b7c057ede3b39c625613d8bf202d8d8f0cd6d
ID_MQ3ZH0XTE5,af5f18900c927266043efbe311939e3cd78dfeee
ID_HC8GPSTITK,82caaebf61e619195500a123fff4f9ab7602831d
ID_E7M8G8S4MI,67b71d4db50d3ca879cc305969518dce2dc15523
ID_651DZLDUSH,6d5052031ee2937491409d1e0a35e5c4bde53e93
ID_1AQOZC5NML,9fc841212da26f7a30928dfd8ab4d1da73902891
ID_GI7XN075CT,044ffba378e577d3a653fc20a2da572177cdae8f
ID_9R8H6LTVWI,30710dd13267a42f61d4a7cf2291ebf3639e0d5f
ID_WKADOT22TI,0c8941f199acdfc4ef34d9e433adfa8c4c88c511
ID_03RBR2R796,5758a43b4c4eda51393667568936fd2f1ab2e5ef
ID_92HU7Y8ZSC,58beb67eff16eb36d0e3deed6670b656af3374ed
ID_57UEORSXBS,10b26032b12c26b02d73359b7fa02635f4ad3c22
