vid_id,session_id
ID_WQF0A1F00T,3679307d085a2ffdf4db97e0ac14eb10a987b386
ID_0PDMRFC2WA,67fd8584a8452b050a5aa17590a6e7466f4db575
ID_FRVZE8YVE2,c53ab376c200508a3ce68ec6318ebd6e7c5c23a2
ID_7LWY7ZTU0N,288aeabf10feeede447da39b4d68113ef9ae8ade
ID_I0621QLC66,4adb39be3e9b94081e89c8dff0c6e7d7ddfb8517
ID_VGHSG5BFCE,b982b5a13894822bfd61fcc99e9f506d74dea30e
ID_38R9RJFXMR,93904d4583b78a9b74d96ced619992e777993b1d
ID_26MQRXP3PF,afa3a377bd8c89590d47fe17312ca99e259351a2
ID_BA98U6JJRC,46a5e503fb11a74f2a3b25dcd15b81e4938c18da
ID_J87ML462P4,bbd31165095e7c02d7701873bb924deda6941c52
ID_FRWEN2GE7X,5da60edb642e49de7f1389521bddb69c5dbce10a
ID_2J34X3A3MH,af77b5fbdd5a45160dd76f50f6518ae66565edbc
ID_IYBICQM8KM,18eec36aa9e33446a0c050d929badf331fffbe78
ID_MK7GWOHQK6,9b48fd7e3c1a2c50b65311e9b71cd9a5b8df6d22
ID_R6EI6UPJ59,cd480923927aa4b3736c0acd68763fad2d8f84eb
ID_2VHOQHGOSW,b953b3ace741d76c5acee14819c308004982c39e
ID_SIWL3EZHOJ,b2c74d4d71ea48b19d87115b5ccfcb926b963bc4
ID_8RII6Z78KQ,8696f5466ff8ed624701657f4ce4350cc4eb7352
ID_0IACY7IAF1,6d6f99ed5a7ee8fc14b83edcd1c85d8b766e1fb3
ID_K4VNU1EBJL,b572480b26f41dd4278c55abfd9cb1f9134455bb
ID_0Y92S0WYVT,467721b3f8d2a4909fccd7aa9d7ca1fb531e6b08
ID_5S2J99ZFUI,672ea4141fd31cc2a422465515cb7ec23aeaa9a6
ID_WQF0A1F00T,892bbafac5427b8a54ee7a41d22b4cb9c10f2cd8
ID_WQF0A1F00T,0c3d51cfcfa08a0f90f225c94462a99b7a7242a6
ID_73R5IPTL62,20a65b9db2637e22c9e1a570eeaf5bf8813af905
ID_I0621QLC66,ea7e2c8f092b66b6663b5953cedfc53086753141
ID_W4725PKIO6,76d67a412203f4c539feda210dfef15752faa2bb
ID_UE77R7WRYX,c71ba477e464d56be97484d691283958d96e5c49
ID_A1BCYGMJW0,8ee15d0bc0a97ceaed113423ec4e3735925fa9ae
ID_4XHCWV9ZMP,fada3957142e753e959b64c69cabc4c2a6a74689
ID_2BLUNY4EWG,e8d2c3463545ed5504390b4afa0618b2f72ee15b
ID_TFFKY2T9EG,63d0221c7a639cca45d7f523549f6834903ca527
ID_KA41N7M4EO,2b7bae42c0d13d135b1c76f803217dc727ea1a89
ID_C4HYXIT937,f36ba7391b1f96f3e48ca416c8af4edac89a778b
ID_SCFDCH767A,f41c2c3c657c0e4ea8ebe50d215eca42651a6971
ID_56J7IQLD21,c286229479bd987741e7b0002cf9079701f2449a
ID_9WBCCG9SFR,a1913cb72e66c28e2cd2d221b18b6e2957f1a773
ID_O7SUF59Y1N,bf59443c36d1aa977f9ccae388f979b556f1b181
ID_VN63N3ES2K,8d5fbe896f2ae5b43aba106138b4a5de3cc58ae3
ID_9RB6G496SN,25c91a3dc38a8f592ef7a69b1d646f265acc39de
ID_1SLKLWAVRM,01e5dc3f4cc9b3cc39789dc65304117b6de47432
ID_KOQMHYJV4S,eec4783161115ff7b63863fb33f44fd6bc413caa
ID_FRWEN2GE7X,be0e1b1d4525791e94ba10f763ef00966a38a978
ID_NT1F9NZEMQ,edee400c6cd7099f1fc4501202020c1b2f8446af
ID_1UXGPIPHT0,cd3fbe917a79a6b2f205b35d74e7f614d5c0c280
ID_GRIIBB0I7Z,eaad10e17d9f0861b4da1faf51abe3663b73f185
ID_A1BCYGMJW0,c9ee5029d1d0dea00c9e7747cd465e11697a9e8e
ID_WQF0A1F00T,1f701e448f5d1af2966167a562c6470717bc3e0f
ID_UD07ZTRSAV,903d1d0c8af6cc75af960aa028ea481b61ae9c4e
ID_6DTFZ01YMV,9892b4e2df358e6ca21c7c99da43520728aeb602
ID_OO185V75LR,66735814568e66f5747e590fcb6068d4b0ddcfd7
ID_NBG3JSEHEO,b8ead84b34d1603f39993f76c99d64cb74e8fd01
ID_ND72N9AU2K,a4dc05e9a31fb332b1994e67c0ebacc18bf1ab17
ID_CGOJVQDJA4,7e0b507c87f133046386f5885ee87bc42bb834bd
ID_IYBICQM8KM,ed92c1d47ad14b1e0a37243e645897852d20c12e
ID_VGJ3W4JFQ5,92536fb902fcc996f47d375c7fa57b6d96109b66
ID_EO1XJBVNPC,67005d7a31d7753810dccb4807351edb93c5ad6a
ID_BR007NWTKW,4ab80e78698bde86568cf5f7c0dd01d7521af634
ID_TFFKY2T9EG,9814e31374ab2e98f21f0c54f636773fa049eedf
ID_95LLW7XTNG,0709ec1d58d258b90db3ab56479ad373f4e11306
ID_OY9W3FCAWH,53c49299b739ae39860a62a00fb7e675db3b69d3
