vid_id,session_id
ID_OINWKK67YE,9a190bfc36eef64574382ce32ffee57e3c509491
ID_SI9OKH25ZK,9a1b51c2185a1988a3e0a68059c713667ea2a81f
ID_MQ8H417Y35,619161092e0ffc8e93944289545d8cbf9a3fc709
ID_ZGO2U5XHC6,1168a164cc86ed82dc48d41496f84c8aa1dbef62
ID_9Q6CW0SYVB,bb30b5bafb54fcbe5d5ff1480d05a96099aa4608
ID_3RYC3HJXRJ,bb74910326c37c0428f39be1baaf1a0d2e544d58
ID_BUSXILL11L,911f604c6ddde906b7c66f0885b4afc7ad4a97d0
ID_F7XCWGGSSD,c24d102495cd6559df471f68fdc8ddff18917b6b
ID_4MSKEA9Y3M,2aee8dac6a2d18430c6ab39f8c8b9fd5b9d49744
ID_EW1MU5FQUQ,ae7bc4f83ab0d3153e9cb5c500528e981ca9bc24
ID_OG7ZL0UAL7,4f1d5740a3cd3695a0d96f37b4de8ab9b9e33c27
ID_ZZKN2IUSSU,1916f77019f8168bdb8e0ddd3a20eb6d970f02c3
ID_QHYZJKOMEB,a47bc6086d607c46b22bb5141a36097793c8dad2
ID_JV7L6TKEFJ,ae0fb3d1621cdcba82232251b23828c5c3d3ba06
ID_F7XCWGGSSD,f81f1c7a93a007f245e7c56838791e57f09f541f
ID_7BV2IHL9ME,4292356bdcd75de7c46596a1d1fecb2ce6c2c272
ID_RA7BDT6LL1,e5ed4fe7b2bd8592bb6cf4287979cbedd809fdf3
ID_ZOMFIADWUW,49a332918487ce902e5a5601f832364db20894db
ID_DMXJKOD0P0,d6d15d22ac2053e0ab2b2d131f0e7360ecbb935e
ID_X4J18B62LL,077e632a458485f3492a28b02a4930795322bbf8
ID_L3IMUKP3DZ,ca4dd6a4d38fd56be04f6587d6787a153a68bbda
ID_JV7L6TKEFJ,bc4161a4e451f483d8b70d91bf45d4881140e8ff
ID_LVIGWQEWA0,ce2c458da7e06cd97961ce6cefb5810e88f5c229
ID_N5KONYO20P,66fabc436d67241dcd777419219f9dd8c165ebf5
ID_XI2N4GPURU,7ab047e83924736fa2efe1b3f9dcc4346f085987
ID_98749TIS87,637de1894abd77db73091bf425548204f76b9244
ID_F7XCWGGSSD,6e3e4576b0854821b39835cbe1f02533317f8a75
ID_QHDMB3XNJT,3f3f700892f6b336e92dbe90ea9d6e32533ae3fe
ID_JTH2VJ3MAZ,977c2cb58e3ee7792203e15da85e0e8527c4f208
ID_0FW8SLYNAX,b235b2ce108927eedcefa070d3130ff4de3856d0
