vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_000FWIZDYH,5500.0,3633.1697,121.1,0.4265,1416.3333333333333,2000.0,1.0,12000.0,2000.0,12000.0,12000.0,1.0,158.1,3.0331277119405193,0.0,12000.0,2.799,26.58,26.6
ID_00FMRXW972,18500.0,3041.4219,101.4,0.3608,168.71428571428572,2285.714285714286,0.9287,14000.0,2000.0,13714.286,13714.286,1.003,152.5,1.009211509795998,0.0,13000.0,3.1,11.1,11.1
ID_00JLJGB89W,26500.0,6542.717,218.1,0.4226,318.0,2000.0,0.5,2000.0,1000.0,1750.0,1750.0,1.021,479.5,1.8568713450292396,0.0,1000.0,14.4,62.25,62.25
ID_00UWLRIUIB,,,,,,,,,,,,,,,,,,,
ID_016DN30J91,29500.0,10886.04,362.8,0.2229,134.25,2000.0,1.0,4000.0,2000.0,4000.0,4000.0,1.0,739.0,5.451618011695906,0.0,4000.0,18.11,88.9,88.9
ID_01KWDQPYWT,32500.0,4813.1895,160.5,0.0985,24.0,3000.0,0.4165,2000.0,1000.0,9125.0,9125.0,1.461,205.5,17.5,0.5,833.3334,6.17,7.21,7.21
ID_01NUFAAK6N,,,,,,,,,,,,,,,,,,,
ID_01NW7DI6JF,,,,,,,,,,,,,,,,,,,
ID_01Z2OUXK0T,39500.0,4405.1895,146.9,0.4878,220.0,6000.0,0.7334,12000.0,2666.6666666666665,20761.904,20761.904,1.334,195.0,3.2009930892883554,0.0,8800.0,2.97,15.71,15.71
ID_02F1SPBBML,46500.0,6913.1187,230.4,0.1274,538.5,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,802.5,2.082864190697504,0.0,2000.0,23.73,149.4,149.4
ID_02GB1SC8TB,48500.0,5701.2183,190.0,0.486,394.0,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,289.5,0.7413689687749577,0.0,2000.0,5.88,3.531,3.531
ID_032HUR70DV,54500.0,1479.604,49.3,0.18,73.0,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,69.25,4.5797825347214856,0.0,10000.0,1.461,21.44,21.44
ID_037FZNKIV2,60500.0,86.18632,2.873,0.001652,9.0,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,4.434,0.55695068359375,0.261,2000.0,0.09,0.0567,0.0567
