vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_01P6WV49HQ,14500.0,3015.0605,100.5,0.3362,144.66666666666666,2400.0,0.967,30000.0,2266.6666666666665,29333.334,29333.334,1.01,150.1,2.092698711556645,0.13333333333333333,29000.0,2.977,19.84,19.84
ID_01WO6XNKKX,32500.0,12821.758,427.5,0.273,159.5,2333.3333333333335,0.8335,6000.0,1666.6666666666667,25888.889,25888.889,3.238,629.0,7.920087650889702,0.16666666666666666,5000.0,15.17,115.44,115.44
ID_02KSBXQB31,37500.0,518.6311,17.28,0.3757,50.75,2000.0,1.0,4000.0,2000.0,4000.0,4000.0,1.0,29.4,0.946467630499702,0.23975,4000.0,0.7056,0.686,0.686
ID_02ZDEV5FIQ,40500.0,232.5,7.75,0.2769,10.5,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,15.44,1.6251414088199012,0.0,2000.0,0.4355,0.4065,0.4065
ID_04LEBFUVED,43500.0,3022.386,100.75,0.3052,174.5,2000.0,1.0,4000.0,2000.0,4000.0,4000.0,1.0,142.8,1.1294895678092398,0.0,4000.0,2.715,3.625,3.627
ID_05HBF3XX29,46500.0,21822.215,727.5,0.408,135.5,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,1188.0,10.918374671371247,0.0,2000.0,19.36,222.4,222.4
ID_05T3ONYB6J,56500.0,4354.5107,145.1,0.4744,92.66666666666667,3111.1111111111113,0.7036,18000.0,2000.0,15500.0,15500.0,1.033,197.2,5.1320083434708,0.05555555555555555,12666.667,3.242,24.83,24.83
ID_06FYHQRJAE,74500.0,4454.792,148.5,0.4407,264.55555555555554,3722.222222222222,0.713,18000.0,2333.3333333333335,24322.223,24322.223,1.168,229.5,1.1032746520759216,0.16666666666666666,12833.333,4.68,14.02,14.02
ID_07NWERGXN6,,,,,,,,,,,,,,,,,,,
ID_08ADKL1VJL,91500.0,2595.8196,86.5,0.3591,98.875,3500.0,1.0,16000.0,3500.0,16000.0,16000.0,1.0,121.9,2.3648549002522152,0.125,16000.0,2.219,12.414,12.41
ID_09G0PLA577,106500.0,4716.1494,157.2,0.546,222.42857142857142,2142.8571428571427,0.9287,14000.0,2000.0,13380.952,13380.952,1.017,219.2,2.3118769738558056,0.14285714285714285,13000.0,4.1,22.75,22.75
ID_0A1M1W639T,,,,,,,,,,,,,,,,,,,
ID_0A28JIKX1L,128500.0,3737.1328,124.56,0.358,49.86666666666667,2000.0,1.0,30000.0,2000.0,30000.0,30000.0,1.0,179.6,6.323371131526269,0.06666666666666667,30000.0,3.494,30.75,30.75
ID_0C1G4TYPYT,145000.0,19558.146,652.0,0.3354,117.0,3000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,1004.5,19.726008624424644,0.0,3000.0,19.3,66.0,66.0
ID_0C3UX7AF2X,149500.0,2247.8174,74.94,0.3123,76.66666666666667,2000.0,1.0,6000.0,2000.0,6000.0,6000.0,1.0,114.2,2.094485617254943,0.16666666666666666,6000.0,2.275,14.9,14.9
ID_0CE6X6L43U,155500.0,852.9752,28.44,0.11847,25.0,2000.0,1.0,6000.0,2000.0,6000.0,6000.0,1.0,36.75,1.163656655844156,0.16666666666666666,6000.0,0.64,4.56,4.56
ID_0CFZQ7P4WG,179500.0,3612.5884,120.44,0.4014,200.42857142857142,2047.6190476190477,0.976,42000.0,2000.0,41555.555,41555.555,1.003,181.0,1.3160647390266984,0.07142857142857142,41000.0,3.584,11.625,11.625
ID_0CJ7FLJPGJ,212500.0,2457.137,81.9,0.325,82.16666666666667,2333.3333333333335,1.0,24000.0,2333.3333333333335,24000.0,24000.0,1.0,112.9,3.6221721353966574,0.16666666666666666,24000.0,1.918,8.29,8.29
ID_0CYJWH683A,237500.0,2179.3394,72.6,0.3228,31.153846153846153,2076.923076923077,0.9614,26000.0,2000.0,25435.896,25435.896,1.008,106.06,3.4960925435968897,0.07692307692307693,25000.0,1.994,23.5,23.5
ID_0DWYDDFZZQ,,,,,,,,,,,,,,,,,,,
ID_0EA1UTKX3I,,,,,,,,,,,,,,,,,,,
ID_0F81OHO1MZ,269000.0,15239.964,508.0,0.2573,141.48648648648648,2756.7567567567567,0.824,37000.0,2297.2972972972975,33960.812,33960.812,1.04,768.5,11.014187884537963,0.05405405405405406,30500.0,16.95,188.1,188.1
