vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_002VVGIJMP,19500.0,11794.556,393.2,0.215,297.0,3325.0,0.5576,40000.0,1450.0,37939.1,37939.1,1.079,734.5,6.544979020721062,0.115475,22305.555,20.64,124.8,124.8
ID_0107OKEJ8X,41000.0,23136.166,771.0,0.4014,50.333333333333336,3333.3333333333335,0.4,3000.0,1000.0,5844.4443,5844.4443,1.148,1144.0,19.96808510638298,0.3333333333333333,1200.0,34.38,343.2,343.0
ID_013F0X2Z2N,44500.0,17525.451,584.0,0.363,69.0,3500.0,0.625,4000.0,1500.0,11645.834,11645.833,1.791,830.5,23.696402045121452,0.0,2500.0,19.5,203.9,203.8
ID_019MKMCDJR,50500.0,730.35376,24.34,0.09015,18.0,3000.0,0.8335,8000.0,2000.0,8833.333,8833.333,1.023,41.2,3.960259623282557,0.25,6666.6665,0.967,4.24,4.24
ID_01S8FOBJWF,56500.0,29951.494,998.5,0.4875,64.5,3750.0,0.354,4000.0,1500.0,3850.0,3850.0,1.005,1418.0,65.20207206239611,0.25,1416.6667,28.55,531.0,531.0
ID_02RBZ184M5,63500.0,3424.8572,114.2,0.3743,135.4,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,169.0,1.2018417953298781,0.0,10000.0,3.352,23.22,23.22
ID_02UUZWCLTP,69500.0,30813.28,1027.0,0.5757,141.0,3000.0,0.5,2000.0,2000.0,2666.6667,2666.6667,1.0,1341.0,25.17978151908495,0.0,1000.0,25.88,149.8,149.8
ID_03JM58MVJB,74500.0,4470.6665,149.0,0.414,104.5,4000.0,0.75,8000.0,3000.0,9250.0,9250.0,1.02,204.1,6.113564998721723,0.125,6000.0,3.516,31.67,31.67
ID_03KK33610D,87500.0,1834.9318,61.16,0.254,171.66666666666666,2000.0,1.0,18000.0,2000.0,18000.0,18000.0,1.0,93.0,1.1019153029401225,0.2222222222222222,18000.0,1.869,7.645,7.645
ID_03PLMBNXGK,97000.0,16483.916,549.5,0.3232,84.0,2000.0,0.5,1000.0,1000.0,2000.0,2000.0,1.0,612.0,7.285714285714286,0.0,500.0,5.883,12.945,12.945
