vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_003YWE7AI1,4500.0,5312.8477,177.1,0.5435,136.4,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,242.0,3.2826105517712034,0.0,10000.0,4.234,33.5,33.5
ID_00WS8U3B49,16500.0,2967.9958,98.94,0.3584,102.0,3428.5714285714284,0.7617,14000.0,2000.0,20190.477,20190.477,1.13,150.2,2.5197041472610566,0.0,10666.667,3.023,16.98,16.98
ID_00YXKTG9E9,58000.0,2343.1929,78.1,0.3457,63.391304347826086,2898.550724637681,0.938,69000.0,2333.3333333333335,69147.34,69147.34,1.027,110.9,2.834640104794878,0.13043478260869565,64738.094,2.025,21.28,21.28
ID_020845IRK3,93000.0,35789.85,1193.0,0.5854,14.0,2000.0,0.5,1000.0,1000.0,2000.0,2000.0,1.0,1970.0,140.71428571428572,0.0,500.0,59.16,892.0,892.0
ID_05JFVXZTAJ,100500.0,842.9164,28.1,0.1478,51.57142857142857,2857.1428571428573,0.9287,14000.0,2571.4285714285716,14142.857,14142.857,1.0,45.62,0.816323870034621,0.21428571428571427,13000.0,0.9473,6.336,6.336
ID_05O8D72W76,,,,,,,,,,,,,,,,,,,
ID_05OEMR39H7,110000.0,28903.969,963.5,0.5107,64.0,2600.0,1.0,5000.0,2600.0,5000.0,5000.0,1.0,1141.0,57.72143592533537,0.0,5000.0,16.52,125.44,125.44
ID_08OPX40GJ6,116500.0,2192.5166,73.06,0.296,68.5,3000.0,1.0,8000.0,3000.0,8000.0,8000.0,1.0,107.75,2.167455716578329,0.0,8000.0,2.246,21.06,21.06
ID_08XE2CUA5I,121000.0,750.0,25.0,0.4312,50.0,3000.0,0.5,1000.0,1000.0,43000.0,43000.0,1.0,50.0,1.0,1.0,500.0,1.502,3.65e-05,3.65e-05
ID_08ZQOXL0PU,122500.0,2527.4902,84.25,0.04224,62.0,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,146.8,2.6763800963081863,0.0,2000.0,3.588,19.56,19.56
