vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_00HECE9OR4,10500.0,3640.8706,121.4,0.403,119.63636363636364,2181.818181818182,0.9546,22000.0,2000.0,28409.092,28409.092,1.201,168.8,2.164519650748599,0.09090909090909091,21000.0,3.121,18.53,18.53
ID_02HOLDNOMT,25500.0,2734.0308,91.1,0.4104,76.75,2000.0,1.0,8000.0,2000.0,8000.0,8000.0,1.0,139.0,2.2763872264021887,0.0,8000.0,2.662,23.86,23.86
ID_032KI74J43,,,,,,,,,,,,,,,,,,,
ID_044F319LG6,39500.0,2795.1653,93.2,0.266,64.7,2600.0,0.95,20000.0,2400.0,21900.0,21900.0,1.041,125.4,2.112507056038046,0.0467,19000.0,2.31,27.1,27.1
ID_04V3TDQ5KL,50000.0,23777.133,792.5,0.4233,857.0,2000.0,0.5,1000.0,1000.0,8000.0,8000.0,1.0,1873.0,2.185530921820303,0.0,500.0,56.25,104.3,104.3
ID_05KYW1W6Y8,56500.0,2439.555,81.3,0.3389,71.83333333333333,2000.0,1.0,12000.0,2000.0,12000.0,12000.0,1.0,114.4,3.2357540686579522,0.16666666666666666,12000.0,1.987,14.414,14.414
ID_07C8UPDD7S,63000.0,75.0,2.5,0.0014515,5.0,5000.0,0.25,1000.0,1000.0,4000.0,4000.0,1.0,5.0,1.0,1.0,250.0,0.1501,3.6e-06,3.6e-06
ID_07JZYKT43C,68500.0,3398.9429,113.3,0.3777,97.6,2400.0,0.9,10000.0,2000.0,13400.0,13400.0,1.171,148.5,1.5219950146318892,0.1,9000.0,2.709,19.73,19.73
ID_097OL5WBUL,78500.0,2634.7441,87.8,0.3008,95.6,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,139.5,2.40398402416563,0.1,10000.0,3.281,27.39,27.39
ID_097X8OP6R4,,,,,,,,,,,,,,,,,,,
ID_0AJ24ABFHW,89500.0,3251.1455,108.4,0.5645,45.333333333333336,2000.0,1.0,12000.0,2000.0,12000.0,12000.0,1.0,152.4,5.8342258725071225,0.0,12000.0,2.648,31.36,31.36
ID_0AN329AF7T,,,,,,,,,,,,,,,,,,,
ID_0BF8JMJO5C,107500.0,3006.9407,100.25,0.3245,92.5,2083.3333333333335,0.9585,24000.0,2000.0,23361.111,23361.111,1.012,150.4,2.3689751233012877,0.08333333333333333,23000.0,2.975,27.27,27.27
ID_0BX1R8RGRL,122500.0,4279.037,142.6,0.4739,66.33333333333333,2000.0,1.0,6000.0,2000.0,6000.0,6000.0,1.0,191.0,5.805267722611062,0.16666666666666666,6000.0,3.232,46.0,46.0
ID_0CBPVTL76D,126500.0,6861.1606,228.8,0.61,351.0,2000.0,0.5,2000.0,1000.0,9000.0,9000.0,3.273,375.5,1.2621418722230733,0.0,1000.0,11.27,32.34,32.34
ID_0CLTUWCGO7,128000.0,17994.47,600.0,0.389,321.0,2000.0,0.5,1000.0,1000.0,6000.0,6000.0,1.0,1543.0,4.806853582554517,0.0,500.0,45.97,154.6,154.6
ID_0CU106Z18D,133500.0,4814.5947,160.5,0.4458,141.4,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,245.1,1.9041423948061544,0.0,10000.0,5.08,33.3,33.3
ID_0D5GPHKEMZ,140000.0,195.0,6.5,0.1327,13.0,4666.666666666667,0.3445,3000.0,1000.0,12625.0,12625.0,2.201,13.0,1.0,1.0,1033.3334,0.3904,9.24e-06,9.24e-06
ID_0DRVVQMORA,142000.0,24754.002,825.0,0.4048,423.0,2000.0,0.5,1000.0,1000.0,1000.0,1000.0,1.0,1952.0,4.614657210401892,0.0,500.0,58.62,196.8,196.8
ID_0E3AZI5Q3Q,,,,,,,,,,,,,,,,,,,
ID_0EHG9Y2RC8,,,,,,,,,,,,,,,,,,,
ID_0EIWPGUAZV,,,,,,,,,,,,,,,,,,,
ID_0ENNKW5IHG,155500.0,2083.0835,69.44,0.3403,76.92307692307692,2615.3846153846152,0.923,26000.0,2307.6923076923076,24923.076,24923.076,1.013,98.75,2.196992231895331,0.11538461538461539,24000.0,1.801,16.77,16.78
ID_0EO2ARYS0U,,,,,,,,,,,,,,,,,,,
ID_0EV6PEJTG8,171500.0,3889.21,129.6,0.4182,143.66666666666666,2000.0,1.0,6000.0,2000.0,6000.0,6000.0,1.0,191.8,1.646821102671769,0.0,6000.0,3.709,38.5,38.5
ID_0FKA0SADD4,175000.0,41117.54,1371.0,0.77,28.0,3000.0,0.3333,1000.0,1000.0,12000.0,12000.0,1.0,1780.0,63.57142857142857,0.0,333.33334,53.44,1150.0,1150.0
ID_0GECTVVWN2,176000.0,28173.47,939.0,0.871,17156.0,2000.0,0.5,1000.0,1000.0,44500.0,44500.0,1.0,945.0,0.05508276987642807,0.0,500.0,28.38,282.2,282.2
ID_0HS9L1HI96,,,,,,,,,,,,,,,,,,,
ID_0IACY7IAF1,178000.0,9644.191,321.5,0.159,483.0,4000.0,0.722,3000.0,1666.6666666666667,3791.6667,3791.6667,1.078,786.5,1.7399675770046141,0.0,2166.6667,22.39,91.5,91.56
ID_0IIY5OL4Y1,180500.0,645.0,21.5,0.01358,43.0,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,32.25,0.7498183139534884,0.5,2000.0,0.645,0.646,0.646
ID_0J32FW5QXD,191500.0,2035.7095,67.9,0.369,29.2,2000.0,1.0,20000.0,2000.0,20000.0,20000.0,1.0,103.06,3.7649373913927726,0.05,20000.0,2.246,25.39,25.39
ID_0JUVVSQJER,205500.0,2828.4028,94.25,0.3977,60.5,2000.0,1.0,8000.0,2000.0,8000.0,8000.0,1.0,141.0,2.7061796552381687,0.0,8000.0,2.896,20.84,20.84
ID_0KJ717L9EI,210000.0,24223.59,807.5,0.501,37.0,3000.0,0.5,1000.0,1000.0,11000.0,11000.0,1.0,1351.0,36.513513513513516,0.0,500.0,40.56,467.5,467.5
ID_0LEO04BB2B,217500.0,3229.1616,107.6,0.3472,121.57142857142857,2000.0,1.0,14000.0,2000.0,14000.0,14000.0,1.0,164.2,6.150885406828581,0.0,14000.0,3.432,37.8,37.8
ID_0LN0IJ71VL,226500.0,23261.041,775.5,0.4143,73.0,2000.0,1.0,4000.0,2000.0,4000.0,4000.0,1.0,1237.0,17.641814426532587,0.0,4000.0,27.0,161.5,161.5
ID_0MB0R5L9GI,,,,,,,,,,,,,,,,,,,
ID_0NIBSYA3RM,237500.0,3742.866,124.75,0.3748,57.333333333333336,2000.0,1.0,18000.0,2000.0,18000.0,18000.0,1.0,169.4,9.081856069938869,0.16666666666666666,18000.0,2.367,19.14,19.14
