vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_00APUTFP52,8500.0,2032.8673,67.75,0.3066,45.111111111111114,2000.0,1.0,18000.0,2000.0,18000.0,18000.0,1.0,97.25,3.42754705677329,0.0,18000.0,1.851,16.56,16.56
ID_00RUHRU039,,,,,,,,,,,,,,,,,,,
ID_00XGU0PPYW,,,,,,,,,,,,,,,,,,,
ID_00XMMA5YKY,,,,,,,,,,,,,,,,,,,
ID_01HR48WKYU,38500.0,2738.1082,91.25,0.2686,227.71428571428572,2000.0,1.0,42000.0,2000.0,42000.0,42000.0,1.0,141.5,1.5586085244797525,0.14285714285714285,42000.0,2.85,13.21,13.21
ID_02LND0D75I,60000.0,27295.266,910.0,0.528,392.0,2000.0,0.5,1000.0,1000.0,3000.0,3000.0,1.0,1716.0,4.377551020408164,0.0,500.0,51.53,160.1,160.1
ID_036NRKTQ7N,64000.0,13517.408,450.5,0.278,275.57142857142856,2428.5714285714284,1.0,7000.0,2428.5714285714284,7000.0,7000.0,1.0,699.0,38.85144986458715,0.0,7000.0,14.34,75.25,75.25
ID_05KH1PJBSR,73500.0,1987.1185,66.25,0.3262,117.16666666666667,2000.0,1.0,12000.0,2000.0,12000.0,12000.0,1.0,95.5,1.295401156700308,0.08333333333333333,12000.0,1.848,12.79,12.78
ID_07T8CPWFZ2,80500.0,14323.734,477.5,0.3118,146.0,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,817.5,9.106391862641862,0.0,2000.0,18.42,159.6,159.6
ID_0AXT7QKXNB,96000.0,2263.8987,75.44,0.2585,141.31034482758622,2068.9655172413795,0.948,29000.0,1965.5172413793102,28235.633,28235.633,1.015,121.3,1.0762212209524822,0.20689655172413793,27500.0,2.727,15.195,15.195
ID_0B137UZLHO,111000.0,31017.543,1034.0,0.624,454.0,2000.0,0.5,1000.0,1000.0,1500.0,1500.0,1.0,1545.0,3.4030837004405288,0.0,500.0,46.4,216.9,216.9
ID_0BZ04FWQ4R,,,,,,,,,,,,,,,,,,,
ID_0C7SJTUIBN,,,,,,,,,,,,,,,,,,,
ID_0D2671U5U4,112500.0,32166.664,1072.0,0.612,73.5,3500.0,0.3333,2000.0,1000.0,12708.333,12708.333,2.662,1627.0,31.87360446570973,0.0,666.6667,45.03,397.0,397.0
ID_0D45Y94TY9,117500.0,2325.1135,77.5,0.2559,117.25,3000.0,1.0,8000.0,3000.0,8000.0,8000.0,1.0,110.44,2.4399736978477624,0.125,8000.0,1.969,20.98,21.0
ID_0EMDAV8MB2,,,,,,,,,,,,,,,,,,,
ID_0GZHAH7D53,123500.0,1786.8585,59.56,0.2264,49.5,2000.0,1.0,4000.0,2000.0,4000.0,4000.0,1.0,77.4,1.524172718903437,0.25,4000.0,1.455,7.06,7.06
ID_0H4TSVF7NW,133500.0,2019.5465,67.3,0.319,55.625,2625.0,0.875,16000.0,2000.0,20666.666,20666.666,1.2295,101.25,4.219987005117409,0.125,14000.0,1.935,13.04,13.04
ID_0HW7AT7VV6,,,,,,,,,,,,,,,,,,,
ID_0KHATNWMWH,146500.0,5541.96,184.8,0.6157,102.6,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,239.1,5.772396544220866,0.0,10000.0,3.52,20.98,20.98
ID_0LMJVJ407Q,189500.0,3353.06,111.75,0.3813,157.76315789473685,2315.7894736842104,1.0,76000.0,2315.7894736842104,76000.0,76000.0,1.0,171.5,2.474815497533457,0.05263157894736842,76000.0,3.38,26.39,26.39
ID_0M0BIVYOFO,232500.0,3246.8887,108.25,0.449,65.8,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,160.1,5.815366466484975,0.0,10000.0,3.06,44.78,44.8
ID_0NO3T9KH5B,238000.0,2384.5627,79.5,0.0516,57.0,2000.0,0.5,1000.0,1000.0,10000.0,10000.0,1.0,423.0,7.421052631578948,0.0,500.0,12.7,149.8,149.8
ID_0NT9JMKTDO,,,,,,,,,,,,,,,,,,,
ID_0O2V6FGN5K,241500.0,3393.2573,113.1,0.317,60.333333333333336,2000.0,1.0,6000.0,2000.0,6000.0,6000.0,1.0,151.9,2.466729797979798,0.16666666666666666,6000.0,2.58,5.156,5.156
ID_0O6MBIH328,246000.0,27159.016,905.5,0.585,34.0,2333.3333333333335,0.8335,3000.0,1666.6666666666667,3444.4446,3444.4443,1.03,1166.0,49.321739130434786,0.0,2500.0,22.22,421.2,421.2
ID_0PED6TQ2OK,248500.0,15950.543,531.5,0.2993,31.5,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,740.0,20.719341318558673,0.0,2000.0,22.05,214.6,214.6
ID_0PPMOOJT7K,,,,,,,,,,,,,,,,,,,
ID_0R49S8EDHR,250000.0,37676.42,1256.0,0.6987,44.0,2000.0,0.5,1000.0,1000.0,3000.0,3000.0,1.0,1645.0,37.38636363636363,0.0,500.0,49.4,448.2,448.2
ID_0RHIYBMA17,,,,,,,,,,,,,,,,,,,
ID_0RI665QXL1,,,,,,,,,,,,,,,,,,,
ID_0SGG9QEC25,257000.0,915.10034,30.5,0.1277,53.15384615384615,2615.3846153846152,0.8076,13000.0,1923.076923076923,13846.154,13846.154,1.045,54.22,1.2841871197362842,0.3076923076923077,10500.0,1.224,5.484,5.484
ID_0USZLDBDX2,268000.0,18742.715,625.0,0.3872,142.22222222222223,3777.777777777778,0.8887,9000.0,3444.4444444444443,8037.037,8037.037,1.079,966.5,14.61166282661707,0.0,8000.0,19.58,156.8,156.8
ID_0W7NKRT8GZ,,,,,,,,,,,,,,,,,,,
ID_0WMZ5KDFOG,,,,,,,,,,,,,,,,,,,
ID_0WTZ1N9B9E,,,,,,,,,,,,,,,,,,,
ID_0XDFR7KNHK,,,,,,,,,,,,,,,,,,,
ID_0XUT21CHR4,,,,,,,,,,,,,,,,,,,
ID_0YLPO1LNC8,283000.0,25593.703,853.0,0.4363,7742.714285714285,2714.285714285714,0.7993,21000.0,1952.3809523809523,18346.94,18346.94,1.09,1196.0,11.576136867118029,0.0,16783.334,25.78,273.2,273.2
ID_0ZIV6MAGP8,304500.0,3478.4644,115.94,0.3557,126.0909090909091,2000.0,1.0,22000.0,2000.0,22000.0,22000.0,1.0,177.0,2.6868198340549356,0.0,22000.0,3.646,28.67,28.67
ID_10LJHUMPTK,320500.0,2530.562,84.4,0.2396,59.0,2000.0,1.0,10000.0,2000.0,10000.0,10000.0,1.0,119.4,1.908082158767595,0.3,10000.0,2.076,18.77,18.77
ID_12OYY2I6Z1,326000.0,135.0,4.5,0.4092,9.0,2000.0,0.5,1000.0,1000.0,1000.0,1000.0,1.0,9.0,1.0,1.0,500.0,0.2703,6.1e-06,6.1e-06
ID_12V08H6H17,,,,,,,,,,,,,,,,,,,
ID_13DYAY9NDA,332500.0,818.77405,27.3,0.0758,88.66666666666667,2666.6666666666665,1.0,12000.0,2666.6666666666665,12000.0,12000.0,1.0,35.38,0.9632250933400446,0.08333333333333333,12000.0,0.6274,4.94,4.938
ID_13OO8WZSRM,339000.0,29.96997,0.999,0.0005865,5.0,2000.0,0.5,1000.0,1000.0,3500.0,3500.0,1.0,2.998,0.599609375,0.0,500.0,0.09,0.0736,0.0736
ID_143CYFTTYT,342500.0,5301.766,176.8,0.4922,181.66666666666666,2666.6666666666665,0.8335,6000.0,2000.0,34666.668,34666.668,3.977,255.5,1.4980875267394589,0.0,5000.0,4.945,38.97,38.97
ID_145MLGVQ99,,,,,,,,,,,,,,,,,,,
ID_14H05SH039,,,,,,,,,,,,,,,,,,,
ID_15T9OFNTPH,346000.0,105.0,3.5,0.002108,7.0,2000.0,0.5,1000.0,1000.0,1000.0,1000.0,1.0,7.0,1.0,1.0,500.0,0.2102,4.95e-06,4.95e-06
ID_171OXB8TU8,352500.0,1701.7253,56.72,0.1836,189.0,2000.0,1.0,12000.0,2000.0,12000.0,12000.0,1.0,95.75,5.479160610435368,0.08333333333333333,12000.0,2.273,24.11,24.11
ID_17DE4HZ48T,,,,,,,,,,,,,,,,,,,
ID_17ZKS84Q97,,,,,,,,,,,,,,,,,,,
ID_19J8I60VQA,362500.0,1897.4459,63.25,0.252,37.5,2000.0,1.0,8000.0,2000.0,8000.0,8000.0,1.0,76.9,4.7623833695409985,0.25,8000.0,1.294,3.885,3.883
ID_1BOJC28MWP,369500.0,261.482,8.72,0.379,25.833333333333332,6500.0,0.3345,6000.0,1000.0,13637.626,13637.626,2.756,17.5,0.8135884081196582,0.16666666666666666,2007.5758,0.5254,0.01709,0.01709
ID_1DCHYGTLH2,,,,,,,,,,,,,,,,,,,
ID_1DDFVURJWX,373500.0,15849.298,528.5,0.3313,27.0,4000.0,0.3333,2000.0,2000.0,2000.0,2000.0,1.0,896.0,33.14657864583334,0.0,666.6667,23.34,249.6,249.6
ID_1DQMXFQ968,376500.0,20334.0,678.0,0.42,37.75,2750.0,0.875,4000.0,2500.0,3875.0,3875.0,1.004,1007.5,47.951195350497876,0.0,3500.0,21.86,284.2,284.2
ID_1FP5WEOFI0,379000.0,60.0,2.0,0.001014,4.0,2000.0,0.5,1000.0,1000.0,2000.0,2000.0,1.0,4.0,1.0,1.0,500.0,0.1201,2.7e-06,2.7e-06
ID_1GK87UD5H3,,,,,,,,,,,,,,,,,,,
ID_1GRWMPU5DU,381500.0,10904.188,363.5,0.1793,18.0,2000.0,1.0,4000.0,2000.0,4000.0,4000.0,1.0,504.2,15.96721284816576,0.159,4000.0,15.086,531.5,531.5
ID_1GZTMTPTUI,,,,,,,,,,,,,,,,,,,
ID_1HBCH0IIJN,396500.0,3203.0654,106.75,0.356,154.46153846153845,2000.0,1.0,26000.0,2000.0,26000.0,26000.0,1.0,152.6,2.9212853388927225,0.07692307692307693,26000.0,2.953,20.8,20.81
ID_1I2UO3JM5K,410000.0,28587.908,953.0,0.536,101.0,3000.0,0.3333,1000.0,1000.0,3333.3333,3333.3333,1.0,1500.0,14.851485148514852,0.0,333.33334,45.03,284.8,284.8
ID_1I81W1GWY2,412000.0,15993.856,533.0,0.3455,359.6666666666667,3000.0,0.75,3000.0,1666.6666666666667,18600.0,18600.0,4.258,984.0,5.576624908696317,0.0,2250.0,27.7,155.5,155.5
ID_1IMVUND5V6,414500.0,2988.96,99.6,0.05127,26.0,2000.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,128.8,9.317377604166666,0.0,2000.0,3.303,6.258,6.258
ID_1J6ALZ83XK,418500.0,4221.9995,140.8,0.4739,180.33333333333334,2000.0,1.0,6000.0,2000.0,6000.0,6000.0,1.0,196.2,1.1428107669132437,0.0,6000.0,3.61,17.72,17.72
ID_1KR7KO0UBT,500500.0,3003.8137,100.1,0.36,131.46835443037975,2164.5569620253164,0.9937,158000.0,2151.8987341772154,157358.66,157358.66,1.002,139.4,1.789222963722907,0.08227848101265822,157000.0,2.582,15.74,15.74
ID_1KS2WTL8LU,581500.0,826.4473,27.55,0.01602,79.5,2750.0,0.875,4000.0,2500.0,3875.0,3875.0,1.004,48.03,0.7274489032440676,0.25,3500.0,0.9756,1.308,1.308
ID_1LLW9JA8UY,589500.0,1017.6425,33.9,0.1407,36.5,2666.6666666666665,1.0,12000.0,2666.6666666666665,12000.0,12000.0,1.0,56.75,3.350591065487601,0.25,12000.0,1.242,5.723,5.723
ID_1M5ZU2YW0O,596500.0,29496.506,983.0,0.521,1210.5,3000.0,0.5,2000.0,1000.0,14000.0,14000.0,1.037,1888.0,2.6081752551200905,0.0,1000.0,56.7,290.0,290.0
