vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_002A8R96RR,3000.0,45035.836,1501.0,0.494,1034.2857142857142,1000.0,1.0,7000.0,1000.0,7000.0,7000.0,1.0,2800.0,4.048811689840301,0.0,7000.0,80.263794,369.2,369.2
ID_00ICG61TR0,7000.0,6317.673,210.6,0.585,155.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,361.0,2.329032258064516,0.0,1000.0,10.15015,35.56,35.56
ID_00IHLV314R,8000.0,6905.6636,230.2,0.731,239.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,316.0,1.3221757322175731,0.0,1000.0,9.48949,36.62,36.62
ID_00M4ZAGCBJ,13000.0,13065.768,435.5,0.2367,66.22222222222223,1000.0,1.0,9000.0,1000.0,9000.0,9000.0,1.0,599.5,19.167674440255084,0.2222222222222222,9000.0,17.50048,226.9,226.9
ID_00PS2WSO4H,20000.0,24704.504,823.5,0.398,109.6,1000.0,1.0,5000.0,1000.0,5000.0,5000.0,1.0,1693.0,40.74015221574139,0.0,5000.0,50.84354,352.2,352.2
ID_01JCVAZA9A,24000.0,5265.7144,175.5,0.585,174.66666666666666,1000.0,1.0,3000.0,1000.0,3000.0,3000.0,1.0,297.8,1.772593924860112,0.0,3000.0,6.991366,13.88,13.88
ID_01OEIQO3LL,31500.0,1495.1888,49.84,0.4019,90.5,1000.0,1.0,12000.0,1000.0,12000.0,12000.0,1.0,101.06,1.1154069400264799,0.5,12000.0,3.0350647,7.195,7.195
ID_01T0F09T0Q,38000.0,4399.624,146.6,0.4778,96.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,301.0,3.1354166666666665,0.0,1000.0,9.036514,72.06,72.06
ID_025ONV4VI2,39000.0,1828.5225,60.94,0.2012,125.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,138.0,1.104,0.0,1000.0,4.1422806,33.22,33.22
ID_02YATQASIF,42500.0,15147.246,505.0,0.2542,866.1666666666666,1000.0,1.0,6000.0,1000.0,6000.0,6000.0,1.0,825.0,5.386430169830378,0.16666666666666666,6000.0,24.76729,129.0,129.1
