vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_00W17KW3SB,34500.0,17178.398,572.5,0.276,351.3857142857143,1000.0,1.0,70000.0,1000.0,70000.0,70000.0,1.0,1178.0,9.143716340122534,0.15714285714285714,70000.0,34.682793,221.1,221.1
ID_017OO0Q1W4,,,,,,,,,,,,,,,,,,,
ID_01VIRE6XSU,73500.0,9304.091,310.2,0.2063,345.125,1000.0,1.0,8000.0,1000.0,8000.0,8000.0,1.0,644.0,6.805356850704153,0.0,8000.0,18.265276,131.4,131.4
ID_03KW1B84V6,80000.0,214.91998,7.164,0.2756,40.4,1000.0,1.0,5000.0,1000.0,5000.0,5000.0,1.0,15.79,0.7235623770784909,0.6,5000.0,0.47416183,0.2443,0.2443
ID_046QP6U1AF,119500.0,16620.879,554.0,0.3396,311.55405405405406,1000.0,1.0,74000.0,1000.0,74000.0,74000.0,1.0,998.0,10.48131289107693,0.12162162162162163,74000.0,29.621958,195.6,195.6
ID_052H2LEQ1V,163000.0,19756.652,658.5,0.3787,193.0,1000.0,1.0,13000.0,1000.0,13000.0,13000.0,1.0,1211.0,13.3149210508366,0.07692307692307693,13000.0,36.368427,209.0,209.0
ID_099HIAUAG9,171500.0,2257.2773,75.25,0.2451,30.75,1000.0,1.0,4000.0,1000.0,4000.0,4000.0,1.0,116.75,5.74293605153926,0.25,4000.0,3.5057054,34.5,34.5
ID_0A90K3DZCF,,,,,,,,,,,,,,,,,,,
ID_0BRZ2GCONL,176500.0,23589.186,786.5,0.405,176.83333333333334,1000.0,1.0,6000.0,1000.0,6000.0,6000.0,1.0,1146.0,23.77470478609039,0.16666666666666666,6000.0,33.0954,276.8,276.8
ID_0C6Q7MGE5D,182500.0,22105.6,737.0,0.4702,312.5,1000.0,1.0,6000.0,1000.0,6000.0,6000.0,1.0,1289.0,11.27563654400541,0.0,6000.0,38.718147,294.0,294.0
ID_0CKRWAKBCV,186000.0,5600.1836,186.6,0.5186,683.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,360.0,0.527086383601757,0.0,1000.0,10.810811,21.27,21.27
ID_0D56E7Y0ZN,193000.0,13178.918,439.2,0.2456,66.84615384615384,1000.0,1.0,13000.0,1000.0,13000.0,13000.0,1.0,895.5,17.061124199150683,0.07692307692307693,13000.0,26.89223,195.4,195.4
ID_0DUE7CB6TY,,,,,,,,,,,,,,,,,,,
ID_0DZFR93LG1,203000.0,7206.4946,240.2,0.462,394.42857142857144,1000.0,1.0,7000.0,1000.0,7000.0,7000.0,1.0,431.5,1.3095045633457427,0.0,7000.0,12.931541,40.8,40.8
ID_0EOQKBQA1C,208000.0,4819.8604,160.6,0.5283,59.333333333333336,1000.0,1.0,3000.0,1000.0,3000.0,3000.0,1.0,204.0,3.245659722222222,0.3333333333333333,3000.0,6.1261263,77.56,77.56
ID_0FAHRHVRX5,212000.0,21184.68,706.0,0.3997,182.4,1000.0,1.0,5000.0,1000.0,5000.0,5000.0,1.0,1111.0,29.900232877583015,0.0,5000.0,33.360027,426.0,426.2
