vid_id,index,frame,vidTime,timelineRatio,session_duration,s_count,v_frac,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_vol,framediff,framestd,framestdmean
ID_003YWE7AI1,1000.0,6255.7344,208.5,0.6396,128.33333333333334,1000.0,1.0,3000.0,1000.0,3000.0,3000.0,1.0,326.2,8.187708449138409,0.0,3000.0,9.798568,111.5,111.5
ID_00WS8U3B49,,,,,,,,,,,,,,,,,,,
ID_00YXKTG9E9,5000.0,2927.605,97.56,0.432,157.0,1000.0,1.0,5000.0,1000.0,5000.0,5000.0,1.0,189.0,1.2667935315365906,0.2,5000.0,5.675676,14.016,14.016
ID_020845IRK3,9500.0,8518.379,284.0,0.1394,255.75,1000.0,1.0,4000.0,1000.0,4000.0,4000.0,1.0,793.0,2.0534675118858954,0.5,4000.0,23.815243,77.56,77.56
ID_05JFVXZTAJ,,,,,,,,,,,,,,,,,,,
ID_05O8D72W76,16000.0,18240.273,608.0,0.3665,276.3333333333333,1000.0,1.0,9000.0,1000.0,9000.0,9000.0,1.0,1120.0,13.280695115702875,0.0,9000.0,32.69021,219.5,219.5
ID_05OEMR39H7,,,,,,,,,,,,,,,,,,,
ID_08OPX40GJ6,21500.0,2647.3457,88.25,0.3572,106.0,1000.0,1.0,2000.0,1000.0,2000.0,2000.0,1.0,191.9,1.8036636396011396,0.0,2000.0,5.7617826,16.81,16.8
ID_08XE2CUA5I,24000.0,720.37634,24.02,0.414,50.666666666666664,1000.0,1.0,3000.0,1000.0,3000.0,3000.0,1.0,57.34,1.150562851782364,0.3333333333333333,3000.0,1.7217218,1.365,1.365
ID_08ZQOXL0PU,29500.0,19098.191,636.5,0.3193,320.625,1000.0,1.0,8000.0,1000.0,8000.0,8000.0,1.0,1219.0,7.774899390650207,0.125,8000.0,36.444954,474.8,474.8
ID_09773PLVJ4,36500.0,8193.34,273.0,0.4377,371.1666666666667,1000.0,1.0,6000.0,1000.0,6000.0,6000.0,1.0,542.5,1.594476533301057,0.0,6000.0,16.07277,43.72,43.72
ID_09OD3E1MBS,40500.0,2468.608,82.3,0.2413,105.5,1000.0,1.0,2000.0,1000.0,2000.0,2000.0,1.0,181.0,1.412568306010929,0.5,2000.0,5.4337673,59.8,59.8
ID_0A8CHISPM9,46500.0,22558.617,752.0,0.429,385.9,1000.0,1.0,10000.0,1000.0,10000.0,10000.0,1.0,1543.0,22.20322148674781,0.0,10000.0,46.323647,345.0,345.0
ID_0AED3QXUP6,,,,,,,,,,,,,,,,,,,
ID_0AG2U4T0MD,52000.0,3860.6853,128.8,0.401,156.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,314.0,2.0128205128205128,0.0,1000.0,9.427716,60.4,60.4
ID_0AIZRL0NQF,54000.0,4768.7324,159.0,0.589,117.66666666666667,1000.0,1.0,3000.0,1000.0,3000.0,3000.0,1.0,259.8,4.538807189542483,0.3333333333333333,3000.0,7.797387,50.38,50.38
