vid_id,target
ID_XOSNMS1ZMQ,0
ID_YRXR4XN6G3,0
ID_GVRGM8REV5,0
ID_QULJLKXTJ2,0
ID_FF8S81W6P0,0
ID_D8BOKHHEXY,0
ID_NQ5697LE3P,0
ID_1EUC5YKL73,0
ID_GHV43R5QOV,0
ID_PBS3CWJMF1,0
ID_YVPXQ2BXRG,0
ID_U11M8SJXG6,0
ID_IN3SMAJUBR,0
ID_ZUJILT6JP3,0
ID_RI4OJ3UWCH,0
ID_8X3TFU850R,0
ID_8UR2AGIBVV,0
ID_3CIV4RYFY5,0
ID_G4ECKBVKY7,0
ID_YIDBGBECJW,0
ID_CDFJID0QB9,0
ID_9MRIHCRPAW,0
ID_SKNXF8KQ0V,0
ID_IHNSUYU03R,0
ID_S275SCK59B,0
ID_I8APMIJ97M,0
ID_I6C41LZD46,0
ID_QOLCXBEOXX,0
ID_Y1SKH44BUK,0
ID_QWXG5XL0QL,0
ID_A2AQPDQV6V,0
ID_55SKEK9G2V,0
ID_BR9NB5Q4BS,0
ID_2RDHRRVAAD,0
ID_J1ARF1WE7E,0
ID_8X6WDKJJ4E,0
ID_DHSU3SQSUN,0
ID_8XZH8GL6RM,0
ID_1EKXDNFURX,0
ID_OWYQLQY38Y,0
ID_WOPGO0QNV6,0
ID_0VONQ3FWGK,0
ID_GB3RA0DVFQ,0
ID_M0P3NL2GMV,0
ID_K3BQ2OUPSL,0
ID_Y6RAQS0CJU,0
ID_KVJSS2VEHA,0
ID_2E5CP1U4VV,0
ID_0FV5DPQK20,0
ID_AF4G31CWAI,0
ID_SJ8XMRRP1U,0
ID_0G1VQ521YD,0
ID_ZLC5571SD6,0
ID_G1170O6BE8,0
ID_1N4EVK20IW,0
ID_XLB03PV9M8,0
ID_L497D1KECC,0
ID_LG36271WKZ,0
ID_DU07FH1CHN,0
ID_V4X3CM8N5V,0
ID_V4XHVLBQRB,0
ID_YJNHWPEHDL,0
ID_9I179T0I66,0
ID_AFUI108S9O,0
ID_3ZXPQBOCO2,0
ID_FSIKK1PM33,0
ID_W0DY04ZV5W,0
ID_7QXFM2ORO7,0
ID_9LMT4VDTQY,0
ID_6ZPSDU5B31,0
ID_1PEQIAL4MK,0
ID_T2376A0LHV,0
ID_7LI1NH7ZJM,0
ID_IFB7BRCZ41,0
ID_I9EP2FJNNF,0
ID_PQBP90CXL7,0
ID_OPPW1I9Y8E,0
ID_6TTEHMT4QA,0
ID_IUSG594XIV,0
ID_M4JSIV2DOM,0
ID_DYAMPBS3VV,0
ID_KZGFLGVB5C,0
ID_FFHMDTL4GP,0
ID_HDED5HQJ8M,0
ID_9QI2BJ9OUZ,0
ID_4I8GEB09HI,0
ID_68WCSZ9C9I,0
ID_87XN9X9HS1,0
ID_7Z31TWRDCV,0
ID_BH01X16LCK,0
ID_PZ4IP3HE4V,0
ID_57AVQX8EM0,0
ID_E73I22V2SV,0
ID_6VRRTM0VC1,0
ID_KBJEZRXEZ3,0
ID_YULRJM17MP,0
ID_LLXTZMUCVP,0
ID_TF34MSS9X1,0
ID_99XSVC6QX4,0
ID_0CYJWH683A,0
ID_JZTORJX045,0
ID_UMFJ422BEQ,0
ID_CFOVT1A4NY,0
ID_COR5NOAQQU,0
ID_92UB6DBO2H,0
ID_K5REP6RBNA,0
ID_2GTJ7MJGF2,0
ID_630CC6TXM1,0
ID_1LTEEFSNKE,0
ID_KUSGZQBNXQ,0
ID_8QVQ8G3VRC,0
ID_2TASYJEDLB,0
ID_1900E3K4BE,0
ID_IGP3USIOUE,0
ID_WNRL2D38FD,0
ID_R4FN9S341B,0
ID_KAC76BAL2Z,0
ID_3GCSBSFVWT,0
ID_9YMHGOG0FE,0
ID_MYIPCF0CTH,0
ID_AFJ2962NXZ,0
ID_TL81J9VV4K,0
ID_TMM6HFML8U,0
ID_AVRY8QF8I5,0
ID_KWW8MZMURB,0
ID_Z9B3GW9CT3,0
ID_PZ8S7KJBSC,0
ID_8ZCRGBYWNW,0
ID_9ADLZ3P1OJ,0
ID_GT2MEUBU06,0
ID_V4SKKRLRD6,0
ID_K37LI7CFWZ,0
ID_BBFEST8RLK,0
ID_IQS9K6JGTY,0
ID_FZJZHIPZ6P,0
ID_4GI7PMF1CA,0
ID_9HNZE9WOYG,0
ID_KVPTOJLLN0,0
ID_S42FR0VWPH,0
ID_XOKZDWEJY4,0
ID_6ET3M3GEZ4,0
ID_NST1173LRF,0
ID_EYHOMKKUQ5,0
ID_ISWIGM21E4,0
ID_CVPBPIVAMF,0
ID_6CB6EWQ4F6,0
ID_46EEROG1L9,0
ID_TRPDMEMK0M,0
ID_XEUDQ0Y21S,0
